number,date,range,concept,negation,hof,location,correct_answ,hof_answ,location_answ,negation_answ,bleu_score,levenstein_sim,cosine_sim,jaccard_sim
228,2/12/20 4:51,Diabetes,Diabetes Mellitus,0,0,null,1,1,1,1,0.263157895,0.470588235,0.809197426,0.636363636
229,2/12/20 4:51,erythema,Erythema,0,0,null,1,1,1,1,1,1,1,0.875
230,2/12/20 4:52,erythema,Erythema,0,0,null,1,1,1,1,1,1,1,0.875
231,2/12/20 4:52,Obese,Obesity,0,0,null,1,1,1,1,0.5,0.571428571,0.714399695,0.571428571
232,2/12/20 4:53,obesity,Obesity,0,0,Knee,1,1,1,1,1,1,1,0.75
233,2/12/20 4:53,obesity,Obesity,0,0,Knee,1,1,1,1,1,1,1,0.75
234,2/12/20 4:56,infection,Communicable Diseases,0,0,null,0,,,,0,0.142857143,0.368595585,0.3125
235,2/12/20 4:56,infection,Communicable Diseases,0,0,null,0,,,,0,0.142857143,0.368595585,0.3125
236,2/12/20 4:57,Infectious,Communicable Diseases,0,0,null,0,,,,0,0.19047619,0.543874189,0.411764706
237,2/12/20 4:57,drug allergies,Drug Allergy,1,0,null,1,1,1,1,1.277777778,0.785714286,0.855543911,0.461538462
238,2/12/20 4:57,drug allergies,Drug Allergy,1,0,null,1,1,1,1,1.277777778,0.785714286,0.855543911,0.461538462
239,2/12/20 4:57,drug allergies,Drug Allergy,1,0,null,1,1,1,1,1.277777778,0.785714286,0.855543911,0.461538462
240,2/12/20 4:58,drug allergies,Drug Allergy,1,0,null,1,1,1,1,1.277777778,0.785714286,0.855543911,0.461538462
241,2/12/20 4:59,syndrome,Adenohypophyseal Diseases,0,0,null,1,1,1,1,1,1,1,0.777777778
242,2/12/20 5:00,anterior,Adenohypophyseal Diseases,0,0,null,1,1,1,1,0,0.16,0.171049237,0.3125
243,2/12/20 5:00,anterior,Adenohypophyseal Diseases,0,0,null,0,,,,0,0.16,0.171049237,0.3125
244,2/12/20 5:01,myocardial infarction,Myocardial Infarction,0,0,null,1,1,1,1,1,1,1,0.8
245,2/12/20 5:01,myocardial infarction,Myocardial Infarction,0,0,null,1,0,1,1,1,1,1,0.8
246,2/12/20 5:02,IHSS,Idiopathic hypertrophic subaortic stenosis,0,0,null,1,1,1,1,0,0.095238095,0,0.052631579
247,2/12/20 5:02,IHSS,Idiopathic hypertrophic subaortic stenosis,0,0,null,1,1,1,1,0,0.095238095,0,0.052631579
248,2/12/20 5:02,IHSS,Idiopathic hypertrophic subaortic stenosis,0,0,null,1,1,1,1,0,0.095238095,0,0.052631579
249,2/12/20 5:30,Infections,Infections of musculoskeletal system,0,0,null,1,1,1,1,0.135135135,0.277777778,0.338255769,0.5625
250,2/12/20 5:31,Infections,Infections of musculoskeletal system,0,0,null,1,1,1,1,0.135135135,0.277777778,0.338255769,0.5625
251,2/12/20 5:31,Infections,Infections of musculoskeletal system,0,0,null,1,1,1,1,0.135135135,0.277777778,0.338255769,0.5625
252,2/12/20 5:32,Infections,Infections of musculoskeletal system,0,0,null,1,1,1,1,0.135135135,0.277777778,0.338255769,0.5625
253,2/12/20 5:32,anemia,Infantile Neuroaxonal Dystrophy,0,0,null,1,1,1,1,1,1,1,0.833333333
254,2/12/20 5:34,PLAN,Infantile Neuroaxonal Dystrophy,0,0,null,0,,,,0,0.096774194,-0.168490496,0.045454545
255,2/12/20 5:35,PLAN,Infantile Neuroaxonal Dystrophy,0,0,null,0,,,,0,0.096774194,-0.168490496,0.045454545
256,2/12/20 5:36,PLAN,Infantile Neuroaxonal Dystrophy,0,0,null,0,,,,0,0.096774194,-0.168490496,0.045454545
257,2/12/20 5:37,depression,Depressive disorder,0,0,null,1,1,1,1,0.263157895,0.473684211,0.714156926,0.636363636
258,2/12/20 5:38,Depression,Depressive disorder,0,0,null,1,1,1,1,0.263157895,0.473684211,0.714156926,0.636363636
259,2/12/20 5:38,Depression,Depressive disorder,0,0,null,1,1,1,1,0.263157895,0.473684211,0.714156926,0.636363636
260,2/12/20 5:39,depression,Depressive disorder,0,0,null,1,1,1,1,0.263157895,0.473684211,0.714156926,0.636363636
261,2/12/20 5:45,LAD,Leukocyte adhesion deficiency type 1,1,0,Anterior descending branch of left coronary artery,1,1,,1,0,0.234375,0.632856071,0.444444444
262,2/12/20 5:45,LAD,Leukocyte adhesion deficiency type 1,0,0,Anterior descending branch of left coronary artery,1,1,1,1,0,0.234375,0.632856071,0.444444444
263,2/12/20 5:46,LAD,Leukocyte adhesion deficiency type 1,0,0,Anterior descending branch of left coronary artery,1,1,1,1,0,0.234375,0.632856071,0.444444444
264,2/12/20 7:57,obesity,Obesity,0,0,null,1,1,1,1,1,1,1,0.75
265,2/12/20 7:57,obese,Obesity,0,0,null,1,1,1,1,0.5,0.571428571,0.714399695,0.375
266,2/12/20 7:57,Obese,Obesity,0,0,null,1,1,1,1,0.5,0.571428571,0.714399695,0.571428571
267,2/12/20 7:58,obesity,Obesity,0,0,null,1,1,1,1,1,1,1,0.75
268,2/12/20 7:58,obese,Obesity,0,0,null,1,1,1,1,0.5,0.571428571,0.714399695,0.375
269,2/12/20 7:59,obesity,Obesity,0,0,null,1,1,1,1,1,1,1,0.75
270,2/12/20 7:59,Obese,Obesity,0,0,null,1,1,1,1,0.5,0.571428571,0.714399695,0.571428571
271,2/12/20 8:00,obesity,Obesity,0,0,null,1,1,1,1,1,1,1,0.75
272,2/12/20 8:00,obesity,Obesity,0,0,null,1,1,1,1,1,1,1,0.75
273,2/12/20 8:01,obesity,Obesity,0,0,Neck,1,1,1,1,1,1,1,0.75
274,2/12/20 8:01,obesity,Obesity,0,0,null,1,1,1,1,1,1,1,0.75
275,2/12/20 8:03,obese,Obesity,0,0,null,1,1,1,1,0.5,0.571428571,0.714399695,0.375
276,2/12/20 8:03,obese,Obesity,0,0,null,1,1,1,1,0.5,0.571428571,0.714399695,0.375
277,2/12/20 8:03,obese,Obesity,0,0,null,1,1,1,1,0.5,0.571428571,0.714399695,0.375
278,2/12/20 8:08,pneumoniae,Pneumonia,0,0,null,1,1,1,1,0.5,0.9,0.244303152,0.777777778
279,2/12/20 8:10,pneumonia,Pneumonia,0,0,null,1,1,1,1,1,1,1,0.777777778
280,2/12/20 8:11,pneumonia,Pneumonia,0,0,null,1,1,1,1,1,1,1,0.777777778
281,2/12/20 8:12,pneumonia,Pneumonia,0,0,null,1,1,1,1,1,1,1,0.777777778
282,2/12/20 8:12,pneumonia,Pneumonia,0,0,null,1,1,1,1,1,1,1,0.777777778
283,2/12/20 8:12,pneumonia,Pneumonia,0,0,null,1,1,1,1,1,1,1,0.777777778
284,2/12/20 8:13,pneumonia,Pneumonia,0,0,null,1,1,0,1,1,1,1,0.777777778
285,2/12/20 8:13,pneumonia,Pneumonia,0,0,null,1,1,1,1,1,1,1,0.777777778
286,2/12/20 8:14,pneumonia,Pneumonia,0,0,null,1,1,1,1,1,1,1,0.777777778
287,2/12/20 8:14,pneumonia,Pneumonia,0,0,null,1,1,1,1,1,1,1,0.777777778
288,2/12/20 8:15,Pneumonia,Pneumonia,0,0,null,1,1,1,1,1,1,1,1
289,2/12/20 8:15,pneumonia,Pneumonia,0,0,null,1,1,1,1,1,1,1,0.777777778
290,2/12/20 8:16,pneumonia,Pneumonia,0,0,Chest,1,1,1,1,1,1,1,0.777777778
291,2/12/20 8:18,pneumonia,Pneumonia,0,0,null,1,1,1,1,1,1,1,0.777777778
292,2/12/20 8:19,pneumonia,Pneumonia,0,0,null,1,1,1,1,1,1,1,0.777777778
293,2/12/20 8:19,pneumonia,Pneumonia,0,0,Lung,1,1,1,1,1,1,1,0.777777778
294,2/12/20 8:20,pneumonia,Pneumonia,0,0,null,1,1,1,1,1,1,1,0.777777778
295,2/12/20 8:20,pneumonia,Pneumonia,0,0,null,1,1,1,1,1,1,1,0.777777778
296,2/12/20 8:20,pneumonia,Pneumonia,0,0,null,1,1,1,1,1,1,1,0.777777778
297,2/12/20 8:21,Pneumonia,Pneumonia,0,0,null,1,1,1,1,1,1,1,1
298,2/12/20 8:21,pneumoniae,Pneumonia,0,0,null,1,1,1,1,0.5,0.9,0.244303152,0.777777778
299,2/12/20 8:21,PNEUMONIA,Pneumonia,0,0,null,1,1,1,1,1,1,1,0.066666667
300,2/12/20 8:22,Pneumonia,Pneumonia,0,0,null,1,1,1,1,1,1,1,1
301,2/12/20 8:22,pneumonia,Pneumonia,0,0,null,1,0,1,1,1,1,1,0.777777778
302,2/12/20 8:22,pneumonia,Pneumonia,0,0,null,1,1,0,1,1,1,1,0.777777778
303,2/12/20 8:24,pneumonia,Pneumonia,0,0,null,1,1,1,1,1,1,1,0.777777778
304,2/12/20 8:24,PNEUMONIA,Pneumonia,0,0,null,1,1,1,1,1,1,1,0.066666667
305,2/12/20 8:25,pneumonia,Pneumonia,0,0,Right lung,1,1,1,1,1,1,1,0.777777778
306,2/12/20 8:26,pneumonia,Pneumonia,0,0,null,1,1,1,1,1,1,1,0.777777778
307,2/12/20 17:46,heart failure,Heart failure,0,0,Heart,1,1,1,1,1,1,1,0.818181818
308,2/12/20 17:59,heart failure,Heart failure,0,0,Heart,1,1,1,1,1,1,1,0.818181818
309,2/12/20 18:04,heart failure,Heart failure,0,1,Heart,1,1,1,1,1,1,1,0.818181818
310,2/12/20 18:05,heart failure,Heart failure,0,0,Heart,1,0,1,1,1,1,1,0.818181818
311,2/12/20 18:12,Heart failure,Heart failure,0,0,Heart,1,1,1,1,1,1,1,1
312,2/12/20 18:12,HEART FAILURE,Heart failure,0,0,Heart,1,1,1,1,1,1,1,0.111111111
313,2/12/20 18:12,HEART FAILURE,Heart failure,0,0,Heart,1,1,1,1,1,1,1,0.111111111
314,2/12/20 18:13,heart failure,Heart failure,0,0,Heart,1,0,1,1,1,1,1,0.818181818
315,2/12/20 18:13,heart failure,Heart failure,0,0,Heart,1,0,1,1,1,1,1,0.818181818
316,2/12/20 18:13,heart failure,Heart failure,0,0,Heart,1,0,1,1,1,1,1,0.818181818
317,2/12/20 18:15,Heart Failure,Heart failure,0,0,Heart,1,1,1,1,1,1,1,0.818181818
318,2/12/20 18:15,heart failure,Heart failure,0,0,Heart,1,1,1,1,1,1,1,0.818181818
319,2/12/20 18:15,heart failure,Heart failure,0,0,Heart,1,1,1,1,1,1,1,0.818181818
320,2/12/20 18:15,heart failure,Heart failure,0,0,Heart,1,1,1,1,1,1,1,0.818181818
321,2/12/20 18:16,heart failure,Heart failure,0,0,Heart,1,1,0,1,1,1,1,0.818181818
322,2/12/20 18:17,heart failure,Heart failure,0,0,Heart,1,0,1,1,1,1,1,0.818181818
323,2/12/20 18:25,PLAN,Infantile Neuroaxonal Dystrophy,0,0,null,0,,,,0,0.096774194,-0.168490496,0.045454545
324,2/12/20 18:25,Plan,Infantile Neuroaxonal Dystrophy,0,0,null,0,,,,0,0.096774194,-0.168490496,0.15
325,2/12/20 18:26,PLAN,Infantile Neuroaxonal Dystrophy,0,0,null,0,,,,0,0.096774194,-0.168490496,0.045454545
326,2/12/20 18:26,Plan,Infantile Neuroaxonal Dystrophy,0,0,null,0,,,,0,0.096774194,-0.168490496,0.15
327,2/12/20 18:43,infection,Communicable Diseases,0,0,null,1,1,1,1,0,0.142857143,0.368595585,0.3125
328,2/12/20 18:43,infectious,Communicable Diseases,0,0,null,1,0,1,1,0,0.19047619,0.543874189,0.4375
329,2/12/20 18:44,infectious,Communicable Diseases,0,0,null,1,1,1,1,0,0.19047619,0.543874189,0.4375
330,2/12/20 18:44,infectious,Communicable Diseases,0,0,null,1,1,1,1,0,0.19047619,0.543874189,0.4375
331,2/12/20 18:44,infectious,Communicable Diseases,0,0,null,1,1,1,1,0,0.19047619,0.543874189,0.4375
332,2/12/20 19:24,MYOCARDIAL INFARCTION,Myocardial Infarction,0,0,null,1,1,1,1,1,1,1,0.125
333,2/12/20 19:25,heart attack,Myocardial Infarction,0,1,Heart,1,0,1,1,0,0.238095238,0.481526911,0.294117647
334,2/12/20 19:29,myocardial infarction,Myocardial Infarction,0,0,null,1,1,1,1,1,1,1,0.8
335,2/12/20 19:30,MYOCARDIAL INFARCTION,Myocardial Infarction,0,0,null,1,1,1,1,1,1,1,0.125
336,2/12/20 19:31,Hypertension,Hypertensive disease,0,0,null,1,1,1,1,0.263157895,0.5,0.673710167,0.642857143
337,2/12/20 19:31,myocardial infarction,Myocardial Infarction,0,0,null,1,0,1,1,1,1,1,0.8
338,2/12/20 19:31,htn,Hypertensive disease,0,0,null,1,1,1,1,0.263157895,0.5,0.673710167,0.5
339,2/12/20 19:31,hypertension,Hypertensive disease,0,0,null,1,1,1,1,0.263157895,0.5,0.673710167,0.533333333
340,2/12/20 19:32,myocardial infarction,Myocardial Infarction,0,0,null,1,0,1,1,1,1,1,0.8
341,2/12/20 19:32,Hypertension,Hypertensive disease,0,0,null,1,1,1,1,0.263157895,0.5,0.673710167,0.642857143
342,2/12/20 19:32,amp,Adenosine Monophosphate,0,0,null,1,1,1,1,0,0.130434783,0.469460875,0.142857143
343,2/12/20 19:32,myocardial infarction,Myocardial Infarction,0,0,null,1,1,1,1,1,1,1,0.8
344,2/12/20 19:32,amp,Adenosine Monophosphate,0,0,null,1,1,1,1,0,0.130434783,0.469460875,0.142857143
345,2/12/20 19:32,hypertension,Hypertensive disease,0,0,null,1,1,1,1,0.263157895,0.5,0.673710167,0.533333333
346,2/12/20 19:32,amp,Adenosine Monophosphate,0,0,null,1,1,1,1,0,0.130434783,0.469460875,0.142857143
347,2/12/20 19:32,amp,Adenosine Monophosphate,0,0,null,1,1,1,1,0,0.130434783,0.469460875,0.142857143
348,2/12/20 19:33,amp,Adenosine Monophosphate,0,0,null,1,1,1,1,0,0.130434783,0.469460875,0.142857143
349,2/12/20 19:33,amp,Adenosine Monophosphate,0,0,null,1,1,1,1,0,0.130434783,0.469460875,0.142857143
350,2/12/20 19:33,CHF,Hypertensive disease,0,0,null,1,0,1,1,0.981481481,0.96,1,0.833333333
351,2/12/20 19:33,amp,Adenosine Monophosphate,0,0,null,1,1,1,1,0,0.130434783,0.469460875,0.142857143
352,2/12/20 19:33,myocardial infarction,Myocardial Infarction,0,0,null,1,0,1,1,1,1,1,0.8
353,2/12/20 19:33,amp,Adenosine Monophosphate,0,0,null,1,1,1,1,0,0.130434783,0.469460875,0.142857143
354,2/12/20 19:33,CHF,Hypertensive disease,0,0,null,1,1,1,1,0.981481481,0.96,1,0.833333333
355,2/12/20 19:33,cardiomyopathy,Hypertensive disease,0,0,null,1,1,1,1,0.5,0.8125,0.493917674,0.714285714
356,2/12/20 19:33,myocardial infarction,Myocardial Infarction,0,0,null,1,0,1,1,1,1,1,0.8
357,2/12/20 19:33,amp,Adenosine Monophosphate,0,0,null,1,1,1,1,0,0.130434783,0.469460875,0.142857143
358,2/12/20 19:34,myocardial infarction,Myocardial Infarction,0,0,null,1,1,0,1,1,1,1,0.8
359,2/12/20 19:34,amp,Adenosine Monophosphate,0,0,null,1,1,1,1,0,0.130434783,0.469460875,0.142857143
360,2/12/20 19:34,Iron deficiency anemia,Hypertensive disease,0,0,null,1,1,1,1,1,1,1,1
361,2/12/20 19:34,myocardial infarctions,Myocardial Infarction,0,0,null,1,1,1,1,1.277777778,0.954545455,0.689821541,0.75
362,2/12/20 19:34,amp,Adenosine Monophosphate,0,0,null,1,1,1,1,0,0.130434783,0.469460875,0.142857143
363,2/12/20 19:34,HEART FAILURE,Hypertensive disease,0,0,Heart,1,1,1,1,1,1,1,0.111111111
364,2/12/20 19:34,hypertension,Hypertensive disease,0,0,null,1,1,1,1,0.263157895,0.5,0.673710167,0.533333333
365,2/12/20 19:34,Coumadin,Coumadin,0,0,null,1,1,1,1,1,1,1,1
366,2/12/20 19:35,Diabetes,Hypertensive disease,0,0,null,1,1,1,1,0.263157895,0.470588235,0.809197426,0.636363636
367,2/12/20 19:35,Coumadin,Coumadin,0,0,null,1,1,1,1,1,1,1,1
368,2/12/20 19:35,myocardial infarction,Hypertensive disease,0,0,null,1,1,1,1,1,1,1,0.8
369,2/12/20 19:35,myocardial infarction,Myocardial Infarction,0,0,null,1,1,1,0,1,1,1,0.8
370,2/12/20 19:35,Coronary artery disease,Hypertensive disease,0,0,Heart,1,1,1,1,1,1,1,0.785714286
371,2/12/20 19:35,Lisinopril,Lisinopril,0,0,null,1,1,1,1,1,1,1,1
372,2/12/20 19:35,Lisinopril,Lisinopril,0,0,null,1,1,1,1,1,1,1,1
373,2/12/20 19:35,amaurosis,Hypertensive disease,0,0,null,1,1,1,1,1,1,0,0.875
374,2/12/20 19:35,myocardial infarction,Myocardial Infarction,0,0,null,1,1,1,1,1,1,1,0.8
375,2/12/20 19:36,myocardial infarction,Myocardial Infarction,0,0,null,1,1,1,1,1,1,1,0.8
376,2/12/20 19:36,chf,Hypertensive disease,0,0,null,1,1,1,1,0.981481481,0.96,1,0.833333333
377,2/12/20 19:36,diabetes,Hypertensive disease,0,0,null,1,1,1,1,0.263157895,0.470588235,0.809197426,0.5
378,2/12/20 19:36,cad,Hypertensive disease,0,0,Heart,1,1,1,1,0.981481481,0.958333333,1,0.625
379,2/12/20 19:37,hypercholesterolemia,Hypertensive disease,0,0,null,1,1,1,1,1,1,1,0.928571429
380,2/12/20 19:37,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,"Deafness, Sensorineural, And Male Infertility",0,0,Lung,0,1,1,1,0.454545455,0.405405405,0.309503272,0.068965517
381,2/12/20 19:38,MYOCARDIAL INFARCTION,Myocardial Infarction,0,0,null,1,1,1,1,1,1,1,0.125
382,2/12/20 19:38,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,null,0,,,,0,0.044444444,0.170714828,0.15
383,2/12/20 19:38,FOOT GANGRENE,"Deafness, Sensorineural, And Male Infertility",0,0,Foot,1,1,1,1,0.344827586,0.1875,0.495674868,0.117647059
384,2/12/20 19:39,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,Structure of right foot,0,,,,0,0.044444444,0.170714828,0.15
385,2/12/20 19:39,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,null,0,,,,0,0.044444444,0.170714828,0.15
386,2/12/20 19:39,post-concussive syndrome,"Deafness, Sensorineural, And Male Infertility",0,0,null,1,1,1,1,0.9375,0.916666667,1,0.736842105
387,2/12/20 19:39,myocardial infarction,Myocardial Infarction,0,0,null,1,1,1,1,1,1,1,0.8
388,2/12/20 19:39,Food/Drug Interaction,Food-Drug Interactions,0,0,null,1,1,1,1,0.25,0.909090909,0.810087979,0.833333333
389,2/12/20 19:40,MYOCARDIAL INFARCTION,Myocardial Infarction,0,0,null,1,1,1,1,1,1,1,0.125
390,2/12/20 19:40,stomach,Food-Drug Interactions,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.583333333
391,2/12/20 19:40,myocardial infarction,Myocardial Infarction,0,0,null,1,1,1,1,1,1,1,0.8
392,2/12/20 19:40,myocardial infarction,Myocardial Infarction,0,0,null,1,0,1,1,1,1,1,0.8
393,2/12/20 19:42,myocardial infarction,Myocardial Infarction,0,0,null,1,0,1,1,1,1,1,0.8
394,2/12/20 19:42,stomach,Food-Drug Interactions,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.583333333
395,2/12/20 19:43,myocardial infarction,Myocardial Infarction,0,1,Arteries,1,1,0,1,1,1,1,0.8
396,2/12/20 19:44,LAD,Obesity,0,0,Anterior descending branch of left coronary artery,0,,1,,0,0.234375,0.632856071,0.444444444
397,2/12/20 19:45,Ext,Obesity,0,0,null,0,,0,,0,0.275862069,0.204857625,0.315789474
398,2/12/20 19:45,sem,Obesity,0,0,null,0,,,,0,0.155172414,0,0.48
399,2/12/20 19:45,Afib,Obesity,0,0,null,1,1,1,1,0,0.210526316,0.800873041,0.25
400,2/12/20 19:46,CVA,Obesity,0,0,null,1,1,1,1,0.238095238,0.851851852,0.727308333,0.823529412
401,2/12/20 19:46,cerebrovascular accident,Obesity,0,0,null,1,1,1,1,1,1,1,0.9375
402,2/12/20 19:46,IDDM,Obesity,0,0,null,1,1,1,1,0.161290323,0.138888889,0.640212953,0.631578947
403,2/12/20 19:46,neuropathy ( peripheral,Obesity,0,0,null,1,1,1,1,0.476190476,0.260869565,0.704511657,0.75
404,2/12/20 19:47,Infectious,Communicable Diseases,0,0,null,1,1,1,1,0,0.19047619,0.543874189,0.411764706
405,2/12/20 19:48,wound,Communicable Diseases,0,0,null,1,1,1,1,0.526315789,0.384615385,0.640541121,0.454545455
406,2/12/20 19:48,osteomyelitis,Communicable Diseases,0,0,Bone structure of calcaneum,1,1,1,1,1,1,1,0.888888889
407,2/12/20 19:49,anterior,Adenohypophyseal Diseases,0,0,Arteries,0,,,,0,0.16,0.171049237,0.3125
408,2/12/20 19:49,anterior,Adenohypophyseal Diseases,0,0,null,0,,,,0,0.16,0.171049237,0.3125
409,2/12/20 19:49,stroke,Adenohypophyseal Diseases,0,0,null,1,1,1,1,0.263157895,0.125,0.563425779,0.294117647
410,2/12/20 19:50,anterior,Adenohypophyseal Diseases,0,0,Anterior descending branch of left coronary artery,0,,,,0,0.16,0.171049237,0.3125
411,2/12/20 19:50,dvt,Deep Vein Thrombosis,0,0,null,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368
412,2/12/20 19:50,DVT,Deep Vein Thrombosis,0,0,Limb structure,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368
413,2/12/20 19:51,DVT,Deep Vein Thrombosis,0,0,null,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368
414,2/12/20 19:51,DVT,Deep Vein Thrombosis,0,0,null,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368
415,2/12/20 19:51,HEREDITARY ANGIOEDEMA,Deep Vein Thrombosis,0,0,null,1,1,1,1,0.25,0.217391304,0.571666837,0.115384615
416,2/12/20 19:51,DVT,Deep Vein Thrombosis,0,1,null,1,1,0,1,0.333333333,0.782608696,0.844430337,0.578947368
417,2/12/20 19:52,CHH,Deep Vein Thrombosis,0,0,null,1,1,1,1,0,0.12,0.632903278,0.0625
418,2/12/20 19:52,DVT,Deep Vein Thrombosis,0,1,null,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368
419,2/12/20 19:52,CHH,Deep Vein Thrombosis,0,0,null,0,,,,0,0.12,0.632903278,0.0625
420,2/12/20 19:53,GERD,Deep Vein Thrombosis,0,0,null,1,1,1,1,0.646551724,0.741935484,0.67886433,0.777777778
421,2/12/20 19:53,anxiety,Anxiety,0,0,null,1,1,1,1,1,1,1,0.75
422,2/12/20 19:53,deep venous thrombosis,Deep Vein Thrombosis,0,0,Veins,1,0,0,1,0.333333333,0.818181818,0.844430337,0.611111111
423,2/12/20 19:54,depression,Anxiety,0,0,null,1,1,1,1,0.263157895,0.473684211,0.714156926,0.636363636
424,2/12/20 19:54,depression ) anxiety,Anxiety,0,0,null,1,1,1,1,0.208333333,0.243243243,0.491084705,0.8125
425,2/12/20 19:54,deep venous thrombosis,Deep Vein Thrombosis,0,0,Veins,1,1,0,1,0.333333333,0.818181818,0.844430337,0.611111111
426,2/12/20 19:54,PLAN,Sleep Apnea Syndromes,0,0,null,0,,,,0,0.096774194,-0.168490496,0.045454545
427,2/12/20 19:54,sleep apnea,Sleep Apnea Syndromes,0,0,null,1,1,1,1,0.646551724,0.523809524,1,0.5
428,2/12/20 19:55,morbid obesity,Sleep Apnea Syndromes,0,0,null,1,1,1,1,0.25,0.133333333,0.363922715,0.714285714
429,2/12/20 19:55,psoriasis,Sleep Apnea Syndromes,0,0,null,1,1,1,1,1,1,1,0.714285714
430,2/12/20 19:55,OSA,Sleep Apnea Syndromes,0,0,null,1,1,1,1,0.333333333,0,0.42721344,0.7
431,2/12/20 19:55,DVT,Deep Vein Thrombosis,0,1,null,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368
432,2/12/20 19:55,thrombocytopenia,Sleep Apnea Syndromes,0,0,null,1,1,1,1,1,1,1,0.928571429
433,2/12/20 19:56,DVT,Deep Vein Thrombosis,0,0,null,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368
434,2/12/20 19:57,DVT,Deep Vein Thrombosis,0,0,null,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368
435,2/12/20 19:57,small bowel obstruction,Small bowel obstruction,0,0,Intestines,1,1,1,1,1,1,1,0.9375
436,2/12/20 19:57,DVT,Deep Vein Thrombosis,0,0,null,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368
437,2/12/20 19:57,Infections,Intervertebral Disc Degeneration,0,0,null,0,,,,0.135135135,0.277777778,0.338255769,0.5625
438,2/12/20 19:57,disc degeneration,Intervertebral Disc Degeneration,0,0,Entire intervertebral disc of fifth lumbar vertebra,1,1,1,1,0.646551724,0.53125,0.727939288,0.647058824
439,2/12/20 19:58,DVT,Deep Vein Thrombosis,0,0,null,1,0,1,1,0.333333333,0.782608696,0.844430337,0.578947368
440,2/12/20 19:58,DVT,Deep Vein Thrombosis,0,0,null,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368
441,2/12/20 19:59,DEEP VENOUS THROMBOSIS,Deep Vein Thrombosis,0,0,Veins,1,1,0,1,0.333333333,0.818181818,0.844430337,0.16
442,2/12/20 19:59,deep venous thrombosis,Deep Vein Thrombosis,0,0,Veins,1,1,0,1,0.333333333,0.818181818,0.844430337,0.611111111
443,2/12/20 19:59,atretic,Impatent structure,0,0,Collateral branch of vessel,0,,,,0,0.222222222,0,0.384615385
444,2/12/20 19:59,PDA,Impatent structure,0,0,Posterior interventricular branch of right coronary artery,1,1,1,1,0.981481481,0.96,1,0.8
445,2/12/20 20:00,deep venous thrombosis,Deep Vein Thrombosis,0,0,Veins,1,0,0,1,0.333333333,0.818181818,0.844430337,0.611111111
446,2/12/20 20:00,eos,Familial eosinophilia,1,0,null,1,1,1,1,0,0.476190476,0.456366271,0.615384615
447,2/12/20 20:00,toxic shock,Toxic Shock Syndrome,0,0,null,1,1,1,1,0.646551724,0.55,0.511202494,0.411764706
448,2/12/20 20:01,deep venous thrombosis,Deep Vein Thrombosis,0,0,Structure of calf of leg,1,1,1,1,0.333333333,0.818181818,0.844430337,0.611111111
449,2/12/20 20:02,deep venous thrombosis,Deep Vein Thrombosis,0,0,Veins,1,1,0,1,0.333333333,0.818181818,0.844430337,0.611111111
450,2/12/20 20:02,deep venous thrombosis,Deep Vein Thrombosis,0,0,Structure of calf of leg,1,1,0,1,0.333333333,0.818181818,0.844430337,0.611111111
451,2/12/20 20:03,DVT,Deep Vein Thrombosis,0,0,null,1,1,1,1,0.333333333,0.782608696,0.844430337,0.578947368
452,2/12/20 20:05,ulcers,Ulcer,0,0,null,1,1,1,1,1,0.833333333,0.783857167,0.571428571
453,2/12/20 20:07,ulcers,Ulcer,0,0,null,1,1,1,,1,0.833333333,0.783857167,0.571428571
454,2/12/20 20:07,ulcers,Ulcer,0,0,null,1,1,1,1,1,0.833333333,0.783857167,0.571428571
455,2/12/20 20:08,ulcer,Ulcer,0,0,Hallux structure,1,1,1,1,1,1,1,0.666666667
456,2/12/20 21:16,Interaction,Drug Interactions,0,0,null,1,1,1,1,0.263157895,0.647058824,0.326243877,0.642857143
457,2/12/20 21:16,Alert,Drug Interactions,0,0,null,0,,,,0,0.105263158,0.230273128,0.214285714
458,2/12/20 21:17,Pain,Drug Interactions,0,0,null,1,1,1,1,1,1,1,1
459,2/12/20 21:17,ulcer,Ulcer,0,0,null,1,0,1,1,1,1,1,0.666666667
460,2/12/20 21:18,ACETYLSALICYLIC ACID,Aspirin,0,0,null,1,1,1,1,0,0.2,0.794690251,0.066666667
461,2/12/20 21:21,INH,Aspirin,0,0,null,1,1,1,1,0.5,0.222222222,0.751004398,0
