,number,date,range,concept,negation,hof,location,correct_answ,hof_answ,location_answ,negation_answ,bleu,levenshtein,old_cosine_sim,jaccard,elmo,cosine
208,209,2/12/20 4:37,atrial fibrillation,Atrial Fibrillation,0,0,Heart Atrium,1,1,1,1,1,1,1,0.75,0.940794587,1
209,210,2/12/20 4:38,stroke,Cerebrovascular accident,0,0,Arteries,1,1,1,1,0.263157895,0.125,0.563425779,0.294117647,0.318240136,0.448025502
210,211,2/12/20 4:38,stroke,Cerebrovascular accident,0,0,,1,1,1,1,0.263157895,0.125,0.563425779,0.294117647,0.319191486,0.448025502
211,212,2/12/20 4:39,stroke,Cerebrovascular accident,0,0,Structure of middle cerebral artery,1,1,1,1,0.263157895,0.125,0.563425779,0.294117647,0.319238007,0.448025502
212,213,2/12/20 4:45,anemia,Anemia,0,0,,1,1,1,1,1,1,1,0.833333333,0.932412088,1
213,214,2/12/20 4:46,anemia,Anemia,0,0,,1,1,1,1,1,1,1,0.833333333,0.932092011,1
214,215,2/12/20 4:46,anemia,Anemia,0,0,,1,1,1,1,1,1,1,0.833333333,0.932091892,1
215,216,2/12/20 4:46,anemia,Anemia,0,0,,1,1,1,1,1,1,1,0.833333333,0.932091892,1
216,217,2/12/20 4:47,anemia,Anemia,0,0,,1,1,1,1,1,1,1,0.833333333,0.932091892,1
217,218,2/12/20 4:48,Endo,Endometriosis,0,0,,1,1,1,1,0,0.307692308,0.231301844,0.4,0.260135114,0.02044292
218,219,2/12/20 4:48,Endo,Endometriosis,0,0,,1,1,1,1,0,0.307692308,0.231301844,0.4,0.261690378,0.02044292
219,220,2/12/20 4:48,endo,Endometriosis,0,0,,1,1,1,1,0,0.307692308,0.231301844,0.4,0.261692196,0.02044292
220,221,2/12/20 4:48,endo,Endometriosis,0,0,,1,1,1,1,0,0.307692308,0.231301844,0.4,0.261692226,0.02044292
221,222,2/12/20 4:49,stomach,Stomach Diseases,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.583333333,0.3775267,0.540160991
222,223,2/12/20 4:49,stomach,Stomach Diseases,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.583333333,0.377674729,0.540160991
223,224,2/12/20 4:49,stomach,Stomach Diseases,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.583333333,0.377670884,0.540160991
224,225,2/12/20 4:50,stomach,Stomach Diseases,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.583333333,0.377670676,0.540160991
225,226,2/12/20 4:50,Diabetes,Diabetes Mellitus,0,0,,1,1,1,1,0.263157895,0.470588235,0.809197426,0.636363636,0.530205667,0.783392325
226,227,2/12/20 4:50,Diabetes,Diabetes Mellitus,0,0,,1,1,1,1,0.263157895,0.470588235,0.809197426,0.636363636,0.529937744,0.783392325
227,228,2/12/20 4:51,Diabetes,Diabetes Mellitus,0,0,,1,1,1,1,0.263157895,0.470588235,0.809197426,0.636363636,0.529937506,0.783392325
228,229,2/12/20 4:51,erythema,Erythema,0,0,,1,1,1,1,1,1,1,0.875,0.922466576,1
229,230,2/12/20 4:52,erythema,Erythema,0,0,,1,1,1,1,1,1,1,0.875,0.923124135,1
230,231,2/12/20 4:52,Obese,Obesity,0,0,,1,1,1,1,0.5,0.571428571,0.714399695,0.571428571,0.650696456,0.645070016
231,232,2/12/20 4:53,obesity,Obesity,0,0,Knee,1,1,1,1,1,1,1,0.75,0.933254063,1
232,233,2/12/20 4:53,obesity,Obesity,0,0,Knee,1,1,1,1,1,1,1,0.75,0.932865262,1
233,234,2/12/20 4:56,infection,Communicable Diseases,0,0,,0,,,,0,0.142857143,0.368595585,0.3125,0.383093417,0.265603609
234,235,2/12/20 4:56,infection,Communicable Diseases,0,0,,0,,,,0,0.142857143,0.368595585,0.3125,0.381918967,0.265603609
235,236,2/12/20 4:57,Infectious,Communicable Diseases,0,0,,0,,,,0,0.19047619,0.543874189,0.411764706,0.346975833,0.37813355
236,237,2/12/20 4:57,drug allergies,Drug Allergy,1,0,,1,1,1,1,1.277777778,0.785714286,0.855543911,0.461538462,0.766451657,0.585528463
237,238,2/12/20 4:57,drug allergies,Drug Allergy,1,0,,1,1,1,1,1.277777778,0.785714286,0.855543911,0.461538462,0.768762648,0.585528463
238,239,2/12/20 4:57,drug allergies,Drug Allergy,1,0,,1,1,1,1,1.277777778,0.785714286,0.855543911,0.461538462,0.768815815,0.585528463
239,240,2/12/20 4:58,drug allergies,Drug Allergy,1,0,,1,1,1,1,1.277777778,0.785714286,0.855543911,0.461538462,0.768816352,0.585528463
240,241,2/12/20 4:59,syndrome,Adenohypophyseal Diseases,0,0,,1,1,1,1,1,1,1,0.777777778,0.293523759,0.244403422
241,242,2/12/20 5:00,anterior,Adenohypophyseal Diseases,0,0,,1,1,1,1,0,0.16,0.171049237,0.3125,0.300326049,-0.054681471
242,243,2/12/20 5:00,anterior,Adenohypophyseal Diseases,0,0,,0,,,,0,0.16,0.171049237,0.3125,0.301634192,-0.054681471
243,244,2/12/20 5:01,myocardial infarction,Myocardial Infarction,0,0,,1,1,1,1,1,1,1,0.8,0.940444052,1
244,245,2/12/20 5:01,myocardial infarction,Myocardial Infarction,0,0,,1,0,1,1,1,1,1,0.8,0.937537074,1
245,246,2/12/20 5:02,IHSS,Idiopathic hypertrophic subaortic stenosis,0,0,,1,1,1,1,0,0.095238095,0,0.052631579,0.422395051,0
246,247,2/12/20 5:02,IHSS,Idiopathic hypertrophic subaortic stenosis,0,0,,1,1,1,1,0,0.095238095,0,0.052631579,0.422802091,0
247,248,2/12/20 5:02,IHSS,Idiopathic hypertrophic subaortic stenosis,0,0,,1,1,1,1,0,0.095238095,0,0.052631579,0.422802389,0
248,249,2/12/20 5:30,Infections,Infections of musculoskeletal system,0,0,,1,1,1,1,0.135135135,0.277777778,0.338255769,0.5625,0.3673774,0.320943376
249,250,2/12/20 5:31,Infections,Infections of musculoskeletal system,0,0,,1,1,1,1,0.135135135,0.277777778,0.338255769,0.5625,0.369662404,0.320943376
250,251,2/12/20 5:31,Infections,Infections of musculoskeletal system,0,0,,1,1,1,1,0.135135135,0.277777778,0.338255769,0.5625,0.369664341,0.320943376
251,252,2/12/20 5:32,Infections,Infections of musculoskeletal system,0,0,,1,1,1,1,0.135135135,0.277777778,0.338255769,0.5625,0.369664341,0.320943376
252,253,2/12/20 5:32,anemia,Infantile Neuroaxonal Dystrophy,0,0,,1,1,1,1,1,1,1,0.833333333,0.26794219,0.152144728
253,254,2/12/20 5:34,PLAN,Infantile Neuroaxonal Dystrophy,0,0,,0,,,,0,0.096774194,-0.168490496,0.045454545,0.208386108,-0.068163765
254,255,2/12/20 5:35,PLAN,Infantile Neuroaxonal Dystrophy,0,0,,0,,,,0,0.096774194,-0.168490496,0.045454545,0.208708644,-0.068163765
255,256,2/12/20 5:36,PLAN,Infantile Neuroaxonal Dystrophy,0,0,,0,,,,0,0.096774194,-0.168490496,0.045454545,0.208708808,-0.068163765
256,257,2/12/20 5:37,depression,Depressive disorder,0,0,,1,1,1,1,0.263157895,0.473684211,0.714156926,0.636363636,0.600297868,0.681694873
257,258,2/12/20 5:38,Depression,Depressive disorder,0,0,,1,1,1,1,0.263157895,0.473684211,0.714156926,0.636363636,0.599892318,0.681694873
258,259,2/12/20 5:38,Depression,Depressive disorder,0,0,,1,1,1,1,0.263157895,0.473684211,0.714156926,0.636363636,0.599893034,0.681694873
259,260,2/12/20 5:39,depression,Depressive disorder,0,0,,1,1,1,1,0.263157895,0.473684211,0.714156926,0.636363636,0.599893034,0.681694873
260,261,2/12/20 5:45,LAD,Leukocyte adhesion deficiency type 1,1,0,Anterior descending branch of left coronary artery,1,1,,1,0,0.234375,0.632856071,0.444444444,0.589167058,0.063313444
261,262,2/12/20 5:45,LAD,Leukocyte adhesion deficiency type 1,0,0,Anterior descending branch of left coronary artery,1,1,1,1,0,0.234375,0.632856071,0.444444444,0.584806144,0.063313444
262,263,2/12/20 5:46,LAD,Leukocyte adhesion deficiency type 1,0,0,Anterior descending branch of left coronary artery,1,1,1,1,0,0.234375,0.632856071,0.444444444,0.584744394,0.063313444
263,264,2/12/20 7:57,obesity,Obesity,0,0,,1,1,1,1,1,1,1,0.75,0.927265346,1
264,265,2/12/20 7:57,obese,Obesity,0,0,,1,1,1,1,0.5,0.571428571,0.714399695,0.375,0.651328802,0.645070016
265,266,2/12/20 7:57,Obese,Obesity,0,0,,1,1,1,1,0.5,0.571428571,0.714399695,0.571428571,0.65106988,0.645070016
266,267,2/12/20 7:58,obesity,Obesity,0,0,,1,1,1,1,1,1,1,0.75,0.933253944,1
267,268,2/12/20 7:58,obese,Obesity,0,0,,1,1,1,1,0.5,0.571428571,0.714399695,0.375,0.651333749,0.645070016
268,269,2/12/20 7:59,obesity,Obesity,0,0,,1,1,1,1,1,1,1,0.75,0.933253586,1
269,270,2/12/20 7:59,Obese,Obesity,0,0,,1,1,1,1,0.5,0.571428571,0.714399695,0.571428571,0.651333749,0.645070016
270,271,2/12/20 8:00,obesity,Obesity,0,0,,1,1,1,1,1,1,1,0.75,0.933253527,1
271,272,2/12/20 8:00,obesity,Obesity,0,0,,1,1,1,1,1,1,1,0.75,0.932865262,1
272,273,2/12/20 8:01,obesity,Obesity,0,0,Neck,1,1,1,1,1,1,1,0.75,0.932864904,1
273,274,2/12/20 8:01,obesity,Obesity,0,0,,1,1,1,1,1,1,1,0.75,0.932864785,1
274,275,2/12/20 8:03,obese,Obesity,0,0,,1,1,1,1,0.5,0.571428571,0.714399695,0.375,0.651334822,0.645070016
275,276,2/12/20 8:03,obese,Obesity,0,0,,1,1,1,1,0.5,0.571428571,0.714399695,0.375,0.651069999,0.645070016
276,277,2/12/20 8:03,obese,Obesity,0,0,,1,1,1,1,0.5,0.571428571,0.714399695,0.375,0.651068747,0.645070016
277,278,2/12/20 8:08,pneumoniae,Pneumonia,0,0,,1,1,1,1,0.5,0.9,0.244303152,0.777777778,0.661375582,0.42700547
278,279,2/12/20 8:10,pneumonia,Pneumonia,0,0,,1,1,1,1,1,1,1,0.777777778,0.935515463,1
279,280,2/12/20 8:11,pneumonia,Pneumonia,0,0,,1,1,1,1,1,1,1,0.777777778,0.936420321,1
280,281,2/12/20 8:12,pneumonia,Pneumonia,0,0,,1,1,1,1,1,1,1,0.777777778,0.936420739,1
281,282,2/12/20 8:12,pneumonia,Pneumonia,0,0,,1,1,1,1,1,1,1,0.777777778,0.936420739,1
282,283,2/12/20 8:12,pneumonia,Pneumonia,0,0,,1,1,1,1,1,1,1,0.777777778,0.936420619,1
283,284,2/12/20 8:13,pneumonia,Pneumonia,0,0,,1,1,0,1,1,1,1,0.777777778,0.936420619,1
284,285,2/12/20 8:13,pneumonia,Pneumonia,0,0,,1,1,1,1,1,1,1,0.777777778,0.936420619,1
285,286,2/12/20 8:14,pneumonia,Pneumonia,0,0,,1,1,1,1,1,1,1,0.777777778,0.93642056,1
286,287,2/12/20 8:14,pneumonia,Pneumonia,0,0,,1,1,1,1,1,1,1,0.777777778,0.936420619,1
287,288,2/12/20 8:15,Pneumonia,Pneumonia,0,0,,1,1,1,1,1,1,1,1,0.936420739,1
288,289,2/12/20 8:15,pneumonia,Pneumonia,0,0,,1,1,1,1,1,1,1,0.777777778,0.93642056,1
289,290,2/12/20 8:16,pneumonia,Pneumonia,0,0,Chest,1,1,1,1,1,1,1,0.777777778,0.936420619,1
290,291,2/12/20 8:18,pneumonia,Pneumonia,0,0,,1,1,1,1,1,1,1,0.777777778,0.936420619,1
291,292,2/12/20 8:19,pneumonia,Pneumonia,0,0,,1,1,1,1,1,1,1,0.777777778,0.936420619,1
292,293,2/12/20 8:19,pneumonia,Pneumonia,0,0,Lung,1,1,1,1,1,1,1,0.777777778,0.936420619,1
293,294,2/12/20 8:20,pneumonia,Pneumonia,0,0,,1,1,1,1,1,1,1,0.777777778,0.936420619,1
294,295,2/12/20 8:20,pneumonia,Pneumonia,0,0,,1,1,1,1,1,1,1,0.777777778,0.936420739,1
295,296,2/12/20 8:20,pneumonia,Pneumonia,0,0,,1,1,1,1,1,1,1,0.777777778,0.936420619,1
296,297,2/12/20 8:21,Pneumonia,Pneumonia,0,0,,1,1,1,1,1,1,1,1,0.936420619,1
297,298,2/12/20 8:21,pneumoniae,Pneumonia,0,0,,1,1,1,1,0.5,0.9,0.244303152,0.777777778,0.661906421,0.42700547
298,299,2/12/20 8:21,PNEUMONIA,Pneumonia,0,0,,1,1,1,1,1,1,1,0.066666667,0.935515285,1
299,300,2/12/20 8:22,Pneumonia,Pneumonia,0,0,,1,1,1,1,1,1,1,1,0.936420321,1
300,301,2/12/20 8:22,pneumonia,Pneumonia,0,0,,1,0,1,1,1,1,1,0.777777778,0.936420739,1
301,302,2/12/20 8:22,pneumonia,Pneumonia,0,0,,1,1,0,1,1,1,1,0.777777778,0.936420619,1
302,303,2/12/20 8:24,pneumonia,Pneumonia,0,0,,1,1,1,1,1,1,1,0.777777778,0.936420739,1
303,304,2/12/20 8:24,PNEUMONIA,Pneumonia,0,0,,1,1,1,1,1,1,1,0.066666667,0.936420619,1
304,305,2/12/20 8:25,pneumonia,Pneumonia,0,0,Right lung,1,1,1,1,1,1,1,0.777777778,0.936420619,1
305,306,2/12/20 8:26,pneumonia,Pneumonia,0,0,,1,1,1,1,1,1,1,0.777777778,0.936420619,1
306,307,2/12/20 17:46,heart failure,Heart failure,0,0,Heart,1,1,1,1,1,1,1,0.818181818,0.938024521,1
307,308,2/12/20 17:59,heart failure,Heart failure,0,0,Heart,1,1,1,1,1,1,1,0.818181818,0.935489476,1
308,309,2/12/20 18:04,heart failure,Heart failure,0,1,Heart,1,1,1,1,1,1,1,0.818181818,0.935461044,1
309,310,2/12/20 18:05,heart failure,Heart failure,0,0,Heart,1,0,1,1,1,1,1,0.818181818,0.935460865,1
310,311,2/12/20 18:12,Heart failure,Heart failure,0,0,Heart,1,1,1,1,1,1,1,1,0.935460865,1
311,312,2/12/20 18:12,HEART FAILURE,Heart failure,0,0,Heart,1,1,1,1,1,1,1,0.111111111,0.935460806,1
312,313,2/12/20 18:12,HEART FAILURE,Heart failure,0,0,Heart,1,1,1,1,1,1,1,0.111111111,0.935460865,1
313,314,2/12/20 18:13,heart failure,Heart failure,0,0,Heart,1,0,1,1,1,1,1,0.818181818,0.935460806,1
314,315,2/12/20 18:13,heart failure,Heart failure,0,0,Heart,1,0,1,1,1,1,1,0.818181818,0.935460925,1
315,316,2/12/20 18:13,heart failure,Heart failure,0,0,Heart,1,0,1,1,1,1,1,0.818181818,0.935460985,1
316,317,2/12/20 18:15,Heart Failure,Heart failure,0,0,Heart,1,1,1,1,1,1,1,0.818181818,0.935460985,1
317,318,2/12/20 18:15,heart failure,Heart failure,0,0,Heart,1,1,1,1,1,1,1,0.818181818,0.935460985,1
318,319,2/12/20 18:15,heart failure,Heart failure,0,0,Heart,1,1,1,1,1,1,1,0.818181818,0.935460865,1
319,320,2/12/20 18:15,heart failure,Heart failure,0,0,Heart,1,1,1,1,1,1,1,0.818181818,0.935460865,1
320,321,2/12/20 18:16,heart failure,Heart failure,0,0,Heart,1,1,0,1,1,1,1,0.818181818,0.935460985,1
321,322,2/12/20 18:17,heart failure,Heart failure,0,0,Heart,1,0,1,1,1,1,1,0.818181818,0.935460865,1
322,323,2/12/20 18:25,PLAN,Infantile Neuroaxonal Dystrophy,0,0,,0,,,,0,0.096774194,-0.168490496,0.045454545,0.206405208,-0.068163765
323,324,2/12/20 18:25,Plan,Infantile Neuroaxonal Dystrophy,0,0,,0,,,,0,0.096774194,-0.168490496,0.15,0.208707064,-0.068163765
324,325,2/12/20 18:26,PLAN,Infantile Neuroaxonal Dystrophy,0,0,,0,,,,0,0.096774194,-0.168490496,0.045454545,0.208708778,-0.068163765
325,326,2/12/20 18:26,Plan,Infantile Neuroaxonal Dystrophy,0,0,,0,,,,0,0.096774194,-0.168490496,0.15,0.208708808,-0.068163765
326,327,2/12/20 18:43,infection,Communicable Diseases,0,0,,1,1,1,1,0,0.142857143,0.368595585,0.3125,0.381914914,0.265603609
327,328,2/12/20 18:43,infectious,Communicable Diseases,0,0,,1,0,1,1,0,0.19047619,0.543874189,0.4375,0.346973211,0.37813355
328,329,2/12/20 18:44,infectious,Communicable Diseases,0,0,,1,1,1,1,0,0.19047619,0.543874189,0.4375,0.34737289,0.37813355
329,330,2/12/20 18:44,infectious,Communicable Diseases,0,0,,1,1,1,1,0,0.19047619,0.543874189,0.4375,0.347372264,0.37813355
330,331,2/12/20 18:44,infectious,Communicable Diseases,0,0,,1,1,1,1,0,0.19047619,0.543874189,0.4375,0.347372234,0.37813355
331,332,2/12/20 19:24,MYOCARDIAL INFARCTION,Myocardial Infarction,0,0,,1,1,1,1,1,1,1,0.125,0.939760208,1
332,333,2/12/20 19:25,heart attack,Myocardial Infarction,0,1,Heart,1,0,1,1,0,0.238095238,0.481526911,0.294117647,0.595050633,0.345706813
333,334,2/12/20 19:29,myocardial infarction,Myocardial Infarction,0,0,,1,1,1,1,1,1,1,0.8,0.935878098,1
334,335,2/12/20 19:30,MYOCARDIAL INFARCTION,Myocardial Infarction,0,0,,1,1,1,1,1,1,1,0.125,0.937365413,1
335,336,2/12/20 19:31,Hypertension,Hypertensive disease,0,0,,1,1,1,1,0.263157895,0.5,0.673710167,0.642857143,0.613972127,0.536808118
336,337,2/12/20 19:31,myocardial infarction,Myocardial Infarction,0,0,,1,0,1,1,1,1,1,0.8,0.939191043,1
337,338,2/12/20 19:31,htn,Hypertensive disease,0,0,,1,1,1,1,0.263157895,0.5,0.673710167,0.5,0.614002168,0.536808118
338,339,2/12/20 19:31,hypertension,Hypertensive disease,0,0,,1,1,1,1,0.263157895,0.5,0.673710167,0.533333333,0.61457628,0.536808118
339,340,2/12/20 19:32,myocardial infarction,Myocardial Infarction,0,0,,1,0,1,1,1,1,1,0.8,0.939220548,1
340,341,2/12/20 19:32,Hypertension,Hypertensive disease,0,0,,1,1,1,1,0.263157895,0.5,0.673710167,0.642857143,0.614003837,0.536808118
341,342,2/12/20 19:32,amp,Adenosine Monophosphate,0,0,,1,1,1,1,0,0.130434783,0.469460875,0.142857143,0.306443036,0.445569336
342,343,2/12/20 19:32,myocardial infarction,Myocardial Infarction,0,0,,1,1,1,1,1,1,1,0.8,0.9352898,1
343,344,2/12/20 19:32,amp,Adenosine Monophosphate,0,0,,1,1,1,1,0,0.130434783,0.469460875,0.142857143,0.305217654,0.445569336
344,345,2/12/20 19:32,hypertension,Hypertensive disease,0,0,,1,1,1,1,0.263157895,0.5,0.673710167,0.533333333,0.610342801,0.536808118
345,346,2/12/20 19:32,amp,Adenosine Monophosphate,0,0,,1,1,1,1,0,0.130434783,0.469460875,0.142857143,0.306361616,0.445569336
346,347,2/12/20 19:32,amp,Adenosine Monophosphate,0,0,,1,1,1,1,0,0.130434783,0.469460875,0.142857143,0.304500073,0.445569336
347,348,2/12/20 19:33,amp,Adenosine Monophosphate,0,0,,1,1,1,1,0,0.130434783,0.469460875,0.142857143,0.304390967,0.445569336
348,349,2/12/20 19:33,amp,Adenosine Monophosphate,0,0,,1,1,1,1,0,0.130434783,0.469460875,0.142857143,0.304388046,0.445569336
349,350,2/12/20 19:33,CHF,Hypertensive disease,0,0,,1,0,1,1,0.981481481,0.96,1,0.833333333,0.507485747,0.209523558
350,351,2/12/20 19:33,amp,Adenosine Monophosphate,0,0,,1,1,1,1,0,0.130434783,0.469460875,0.142857143,0.303786784,0.445569336
351,352,2/12/20 19:33,myocardial infarction,Myocardial Infarction,0,0,,1,0,1,1,1,1,1,0.8,0.935217619,1
352,353,2/12/20 19:33,amp,Adenosine Monophosphate,0,0,,1,1,1,1,0,0.130434783,0.469460875,0.142857143,0.305213481,0.445569336
353,354,2/12/20 19:33,CHF,Hypertensive disease,0,0,,1,1,1,1,0.981481481,0.96,1,0.833333333,0.507521331,0.209523558
354,355,2/12/20 19:33,cardiomyopathy,Hypertensive disease,0,0,,1,1,1,1,0.5,0.8125,0.493917674,0.714285714,0.419992715,0.394494623
355,356,2/12/20 19:33,myocardial infarction,Myocardial Infarction,0,0,,1,0,1,1,1,1,1,0.8,0.939490676,1
356,357,2/12/20 19:33,amp,Adenosine Monophosphate,0,0,,1,1,1,1,0,0.130434783,0.469460875,0.142857143,0.305454373,0.445569336
357,358,2/12/20 19:34,myocardial infarction,Myocardial Infarction,0,0,,1,1,0,1,1,1,1,0.8,0.93526423,1
358,359,2/12/20 19:34,amp,Adenosine Monophosphate,0,0,,1,1,1,1,0,0.130434783,0.469460875,0.142857143,0.305216223,0.445569336
359,360,2/12/20 19:34,Iron deficiency anemia,Hypertensive disease,0,0,,1,1,1,1,1,1,1,1,0.583647192,0.186268651
360,361,2/12/20 19:34,myocardial infarctions,Myocardial Infarction,0,0,,1,1,1,1,1.277777778,0.954545455,0.689821541,0.75,0.867791772,0.67934214
361,362,2/12/20 19:34,amp,Adenosine Monophosphate,0,0,,1,1,1,1,0,0.130434783,0.469460875,0.142857143,0.304906011,0.445569336
362,363,2/12/20 19:34,HEART FAILURE,Hypertensive disease,0,0,Heart,1,1,1,1,1,1,1,0.111111111,0.572185218,0.181162203
363,364,2/12/20 19:34,hypertension,Hypertensive disease,0,0,,1,1,1,1,0.263157895,0.5,0.673710167,0.533333333,0.611550927,0.536808118
364,365,2/12/20 19:34,Coumadin,Coumadin,0,0,,1,1,1,1,1,1,1,1,0.918574154,1
365,366,2/12/20 19:35,Diabetes,Hypertensive disease,0,0,,1,1,1,1,0.263157895,0.470588235,0.809197426,0.636363636,0.51085484,0.424975842
366,367,2/12/20 19:35,Coumadin,Coumadin,0,0,,1,1,1,1,1,1,1,1,0.91937381,1
367,368,2/12/20 19:35,myocardial infarction,Hypertensive disease,0,0,,1,1,1,1,1,1,1,0.8,0.50567925,0.185332439
368,369,2/12/20 19:35,myocardial infarction,Myocardial Infarction,0,0,,1,1,1,0,1,1,1,0.8,0.937400043,1
369,370,2/12/20 19:35,Coronary artery disease,Hypertensive disease,0,0,Heart,1,1,1,1,1,1,1,0.785714286,0.578298032,0.261306958
370,371,2/12/20 19:35,Lisinopril,Lisinopril,0,0,,1,1,1,1,1,1,1,1,0.945718288,1
371,372,2/12/20 19:35,Lisinopril,Lisinopril,0,0,,1,1,1,1,1,1,1,1,0.947183967,1
372,373,2/12/20 19:35,amaurosis,Hypertensive disease,0,0,,1,1,1,1,1,1,0,0.875,0.421927333,0.073714976
373,374,2/12/20 19:35,myocardial infarction,Myocardial Infarction,0,0,,1,1,1,1,1,1,1,0.8,0.938831329,1
374,375,2/12/20 19:36,myocardial infarction,Myocardial Infarction,0,0,,1,1,1,1,1,1,1,0.8,0.937507749,1
375,376,2/12/20 19:36,chf,Hypertensive disease,0,0,,1,1,1,1,0.981481481,0.96,1,0.833333333,0.508608997,0.209523558
376,377,2/12/20 19:36,diabetes,Hypertensive disease,0,0,,1,1,1,1,0.263157895,0.470588235,0.809197426,0.5,0.506997347,0.424975842
377,378,2/12/20 19:36,cad,Hypertensive disease,0,0,Heart,1,1,1,1,0.981481481,0.958333333,1,0.625,0.582060516,0.261306958
378,379,2/12/20 19:37,hypercholesterolemia,Hypertensive disease,0,0,,1,1,1,1,1,1,1,0.928571429,0.540972054,0.443016559
379,380,2/12/20 19:37,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,"Deafness, Sensorineural, And Male Infertility",0,0,Lung,0,1,1,1,0.454545455,0.405405405,0.309503272,0.068965517,0.566932082,0.1603884
380,381,2/12/20 19:38,MYOCARDIAL INFARCTION,Myocardial Infarction,0,0,,1,1,1,1,1,1,1,0.125,0.935566723,1
381,382,2/12/20 19:38,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,0,,,,0,0.044444444,0.170714828,0.15,0.373460293,-0.026184319
382,383,2/12/20 19:38,FOOT GANGRENE,"Deafness, Sensorineural, And Male Infertility",0,0,Foot,1,1,1,1,0.344827586,0.1875,0.495674868,0.117647059,0.610854268,0.158693086
383,384,2/12/20 19:39,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,Structure of right foot,0,,,,0,0.044444444,0.170714828,0.15,0.373853832,-0.026184319
384,385,2/12/20 19:39,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,0,,,,0,0.044444444,0.170714828,0.15,0.376962543,-0.026184319
385,386,2/12/20 19:39,post-concussive syndrome,"Deafness, Sensorineural, And Male Infertility",0,0,,1,1,1,1,0.9375,0.916666667,1,0.736842105,0.562802136,0.20923
386,387,2/12/20 19:39,myocardial infarction,Myocardial Infarction,0,0,,1,1,1,1,1,1,1,0.8,0.937313855,1
387,388,2/12/20 19:39,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1,1,1,0.25,0.909090909,0.810087979,0.833333333,0.820388854,0.642701834
388,389,2/12/20 19:40,MYOCARDIAL INFARCTION,Myocardial Infarction,0,0,,1,1,1,1,1,1,1,0.125,0.938198268,1
389,390,2/12/20 19:40,stomach,Food-Drug Interactions,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.583333333,0.198520139,0.020688646
390,391,2/12/20 19:40,myocardial infarction,Myocardial Infarction,0,0,,1,1,1,1,1,1,1,0.8,0.940349519,1
391,392,2/12/20 19:40,myocardial infarction,Myocardial Infarction,0,0,,1,0,1,1,1,1,1,0.8,0.93754977,1
392,393,2/12/20 19:42,myocardial infarction,Myocardial Infarction,0,0,,1,0,1,1,1,1,1,0.8,0.937427223,1
393,394,2/12/20 19:42,stomach,Food-Drug Interactions,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.583333333,0.198427305,0.020688646
394,395,2/12/20 19:43,myocardial infarction,Myocardial Infarction,0,1,Arteries,1,1,0,1,1,1,1,0.8,0.940349579,1
395,396,2/12/20 19:44,LAD,Obesity,0,0,Anterior descending branch of left coronary artery,0,,1,,0,0.234375,0.632856071,0.444444444,0.307325363,-0.014345456
396,397,2/12/20 19:45,Ext,Obesity,0,0,,0,,0,,0,0.275862069,0.204857625,0.315789474,0.328726411,0.056262758
397,398,2/12/20 19:45,sem,Obesity,0,0,,0,,,,0,0.155172414,0,0.48,0.240613908,0.105443262
398,399,2/12/20 19:45,Afib,Obesity,0,0,,1,1,1,1,0,0.210526316,0.800873041,0.25,0.404269308,0.110727489
399,400,2/12/20 19:46,CVA,Obesity,0,0,,1,1,1,1,0.238095238,0.851851852,0.727308333,0.823529412,0.287089974,0.136699874
400,401,2/12/20 19:46,cerebrovascular accident,Obesity,0,0,,1,1,1,1,1,1,1,0.9375,0.296435714,0.150734955
401,402,2/12/20 19:46,IDDM,Obesity,0,0,,1,1,1,1,0.161290323,0.138888889,0.640212953,0.631578947,0.3666085,0.36215424
402,403,2/12/20 19:46,neuropathy ( peripheral,Obesity,0,0,,1,1,1,1,0.476190476,0.260869565,0.704511657,0.75,0.424303263,0.125053979
403,404,2/12/20 19:47,Infectious,Communicable Diseases,0,0,,1,1,1,1,0,0.19047619,0.543874189,0.411764706,0.345621377,0.37813355
404,405,2/12/20 19:48,wound,Communicable Diseases,0,0,,1,1,1,1,0.526315789,0.384615385,0.640541121,0.454545455,0.260524035,-0.027926622
405,406,2/12/20 19:48,osteomyelitis,Communicable Diseases,0,0,Bone structure of calcaneum,1,1,1,1,1,1,1,0.888888889,0.370806456,0.244783007
406,407,2/12/20 19:49,anterior,Adenohypophyseal Diseases,0,0,Arteries,0,,,,0,0.16,0.171049237,0.3125,0.301534176,-0.054681471
407,408,2/12/20 19:49,anterior,Adenohypophyseal Diseases,0,0,,0,,,,0,0.16,0.171049237,0.3125,0.301636994,-0.054681471
408,409,2/12/20 19:49,stroke,Adenohypophyseal Diseases,0,0,,1,1,1,1,0.263157895,0.125,0.563425779,0.294117647,0.276659995,0.02706448
