,number,date,range,concept,negation,hof,location,correct_answ,hof_answ,location_answ,negation_answ,bleu_score,levenstein_sim,cosine_sim,jaccard_sim,Elmo_cosine,new_cosine_sim
158,159,2/12/20 4:19,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.3052197291205327,0.4050285166654831
159,160,2/12/20 4:19,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.30521898716688156,0.4050285166654831
160,161,2/12/20 4:19,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.30521899710098904,0.4050285166654831
161,162,2/12/20 4:19,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.30521897474924725,0.4050285166654831
162,163,2/12/20 4:20,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.30521900206804276,0.4050285166654831
163,164,2/12/20 4:20,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.3052189939965804,0.4050285166654831
164,165,2/12/20 4:20,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.3052189915130536,0.4050285166654831
165,166,2/12/20 4:20,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.3052189915130536,0.4050285166654831
166,167,2/12/20 4:21,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.305218984062473,0.4050285166654831
167,168,2/12/20 4:21,Drug Interaction Instruction Take with food,Food-Drug Interactions,0,0,,0,,,,0.208333333,0.27906976699999997,0.036011785,0.681818182,0.2111772164385507,0.4006705085995082
168,169,2/12/20 4:22,hypertension,Hypertensive disease,0,1,,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.533333333,0.3907346650958061,0.3990007418173331
169,170,2/12/20 4:23,hypertension,Hypertensive disease,0,0,,1,0.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.533333333,0.3916623344024022,0.3990007418173331
170,171,2/12/20 4:23,hypertension,Hypertensive disease,0,0,,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.533333333,0.39166421194871265,0.3990007418173331
171,172,2/12/20 4:24,HTN,Hypertensive disease,0,0,,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.5,0.32254742830991745,0.0
172,173,2/12/20 4:25,HTN,Hypertensive disease,0,0,Structure of right knee,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.5,0.32289538780848187,0.0
173,174,2/12/20 4:25,HTN,Hypertensive disease,0,0,,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.5,0.3228990112741788,0.0
174,175,2/12/20 4:25,htn,Hypertensive disease,0,0,,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.5,0.19599438334504762,0.3561235238556509
175,176,2/12/20 4:26,HTN,Hypertensive disease,0,0,Structure of right knee,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.5,0.32253169516722363,0.0
176,177,2/12/20 4:26,HTN,Hypertensive disease,0,0,,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.5,0.3228975186745326,0.0
177,178,2/12/20 4:27,Hypertension,Hypertensive disease,0,0,,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.642857143,0.36198259393374127,0.4172568258387272
178,179,2/12/20 4:27,hypertension,Hypertensive disease,0,0,,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.533333333,0.38818853596846264,0.3990007418173331
179,180,2/12/20 4:27,CHF,Congestive heart failure,0,0,Heart Atrium,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.311769819685391,0.0
180,181,2/12/20 4:27,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.3123081752232143,0.0
181,182,2/12/20 4:28,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230937795979635,0.0
182,183,2/12/20 4:28,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230937370232176,0.0
183,184,2/12/20 4:29,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230938008853365,0.0
184,185,2/12/20 4:29,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.3123093545436859,0.0
185,186,2/12/20 4:30,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,0,,,,0.0,0.04444444400000001,0.170714828,0.15,0.1876896106534534,0.0
186,187,2/12/20 4:30,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,0,,,,0.0,0.04444444400000001,0.170714828,0.15,0.18823255598545074,0.0
187,188,2/12/20 4:30,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,0,,,,0.0,0.04444444400000001,0.170714828,0.15,0.18823277370797264,0.0
188,189,2/12/20 4:30,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,0,,,,0.0,0.04444444400000001,0.170714828,0.15,0.18823272403743532,0.0
189,190,2/12/20 4:31,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,Coronary artery,0,,,,0.0,0.04444444400000001,0.170714828,0.15,0.18823273645506966,0.0
190,191,2/12/20 4:32,NPH,"Hydrocephalus, Normal Pressure",0,0,,1,1.0,1.0,1.0,0.0,0.066666667,0.077783883,0.166666667,0.2251741492322513,0.0
191,192,2/12/20 4:32,NPH,"Hydrocephalus, Normal Pressure",0,0,,1,1.0,1.0,1.0,0.0,0.066666667,0.077783883,0.166666667,0.2254178300499916,0.0
192,193,2/12/20 4:32,nph,"Hydrocephalus, Normal Pressure",0,0,,1,1.0,1.0,1.0,0.0,0.066666667,0.077783883,0.10526315800000001,0.1754905049289976,0.3041118746623397
193,194,2/12/20 4:33,CAD,Coronary Artery Disease,0,0,Lung,1,1.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.30922598923955646,0.0
194,195,2/12/20 4:33,CAD,Coronary Artery Disease,0,0,,1,1.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.3097170186894281,0.0
195,196,2/12/20 4:33,CAD,Coronary Artery Disease,0,0,,1,1.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.309717133641243,0.0
196,197,2/12/20 4:33,CAD,Coronary Artery Disease,0,0,,1,1.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.30971722304821014,0.0
197,198,2/12/20 4:33,CAD,Coronary Artery Disease,0,0,,1,1.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.30971722304821014,0.0
198,199,2/12/20 4:34,CAD,Coronary Artery Disease,0,1,,1,1.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.30971721027578625,0.0
199,200,2/12/20 4:34,COPD,Chronic Obstructive Airway Disease,0,0,,1,1.0,1.0,1.0,0.638888889,0.7894736840000001,0.8808173840000001,0.6,0.32229658402502537,0.0
200,201,2/12/20 4:34,COPD,Chronic Obstructive Airway Disease,0,0,,1,1.0,1.0,1.0,0.638888889,0.7894736840000001,0.8808173840000001,0.6,0.32219455391168594,0.0
201,202,2/12/20 4:35,wound,Injury wounds,0,0,,1,1.0,1.0,1.0,0.526315789,0.384615385,0.640541121,0.454545455,0.3065629377961159,0.430854931473732
202,203,2/12/20 4:35,wound,Injury wounds,0,0,,1,1.0,1.0,1.0,0.526315789,0.384615385,0.640541121,0.454545455,0.31332723796367645,0.430854931473732
203,204,2/12/20 4:35,wound,Injury wounds,0,0,,1,1.0,1.0,1.0,0.526315789,0.384615385,0.640541121,0.454545455,0.31332647800445557,0.430854931473732
204,205,2/12/20 4:35,wound,Injury wounds,0,0,,1,1.0,1.0,1.0,0.526315789,0.384615385,0.640541121,0.454545455,0.3133261948823929,0.430854931473732
205,206,2/12/20 4:36,atrial fibrillation,Atrial Fibrillation,0,0,Heart Atrium,1,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.3321967733403047,0.3987673323639889
206,207,2/12/20 4:37,atrial fibrillation,Atrial Fibrillation,0,0,Heart Atrium,1,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.3310984844962756,0.3987673323639889
207,208,2/12/20 4:37,atrial fibrillation,Atrial Fibrillation,0,0,Heart Atrium,1,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.33109961822628975,0.3987673323639889
208,209,2/12/20 4:37,atrial fibrillation,Atrial Fibrillation,0,0,Heart Atrium,1,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.33109965547919273,0.3987673323639889
209,210,2/12/20 4:38,stroke,Cerebrovascular accident,0,0,Arteries,1,1.0,1.0,1.0,0.263157895,0.125,0.563425779,0.294117647,0.34317804376284283,0.42010515919801866
210,211,2/12/20 4:38,stroke,Cerebrovascular accident,0,0,,1,1.0,1.0,1.0,0.263157895,0.125,0.563425779,0.294117647,0.3431899348894755,0.42010515919801866
211,212,2/12/20 4:39,stroke,Cerebrovascular accident,0,0,Structure of middle cerebral artery,1,1.0,1.0,1.0,0.263157895,0.125,0.563425779,0.294117647,0.34317272653182346,0.42010515919801866
212,213,2/12/20 4:45,anemia,Anemia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.833333333,0.43724085986614225,0.444882161100395
213,214,2/12/20 4:46,anemia,Anemia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.833333333,0.43757169842720034,0.444882161100395
214,215,2/12/20 4:46,anemia,Anemia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.833333333,0.43757864832878113,0.444882161100395
215,216,2/12/20 4:46,anemia,Anemia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.833333333,0.43757931888103485,0.444882161100395
216,217,2/12/20 4:47,anemia,Anemia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.833333333,0.4375793904066086,0.444882161100395
217,218,2/12/20 4:48,Endo,Endometriosis,0,0,,1,1.0,1.0,1.0,0.0,0.307692308,0.23130184399999998,0.4,0.17218663096427916,0.44392567831608987
218,219,2/12/20 4:48,Endo,Endometriosis,0,0,,1,1.0,1.0,1.0,0.0,0.307692308,0.23130184399999998,0.4,0.17056703567504883,0.44392567831608987
219,220,2/12/20 4:48,endo,Endometriosis,0,0,,1,1.0,1.0,1.0,0.0,0.307692308,0.23130184399999998,0.4,0.15986877977848052,0.4559686143572132
220,221,2/12/20 4:48,endo,Endometriosis,0,0,,1,1.0,1.0,1.0,0.0,0.307692308,0.23130184399999998,0.4,0.16575661301612854,0.4559686143572132
221,222,2/12/20 4:49,stomach,Stomach Diseases,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.583333333,0.2230156846344471,0.3601592206856707
222,223,2/12/20 4:49,stomach,Stomach Diseases,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.583333333,0.22353448842962584,0.3601592206856707
223,224,2/12/20 4:49,stomach,Stomach Diseases,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.583333333,0.22353430837392807,0.3601592206856707
224,225,2/12/20 4:50,stomach,Stomach Diseases,0,0,Entire stomach,0,,,,0.263157895,0.4375,0.672669709,0.583333333,0.22353427732984224,0.3601592206856707
225,226,2/12/20 4:50,Diabetes,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.636363636,0.425898440182209,0.41001311784648165
226,227,2/12/20 4:50,Diabetes,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.636363636,0.4268620585401853,0.41001311784648165
227,228,2/12/20 4:51,Diabetes,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.636363636,0.4268667747577031,0.41001311784648165
228,229,2/12/20 4:51,erythema,Erythema,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.3294088333845139,0.4175814079955734
229,230,2/12/20 4:52,erythema,Erythema,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.33757353723049166,0.4175814079955734
230,231,2/12/20 4:52,Obese,Obesity,0,0,,1,1.0,1.0,1.0,0.5,0.571428571,0.714399695,0.571428571,0.25907632410526277,0.47368497649828595
231,232,2/12/20 4:53,obesity,Obesity,0,0,Knee,1,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.3875853031873703,0.4332968650216406
232,233,2/12/20 4:53,obesity,Obesity,0,0,Knee,1,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.39208711981773375,0.4332968650216406
233,234,2/12/20 4:56,infection,Communicable Diseases,0,0,,0,,,,0.0,0.14285714300000002,0.368595585,0.3125,0.28536109377940494,0.4107435638613907
234,235,2/12/20 4:56,infection,Communicable Diseases,0,0,,0,,,,0.0,0.14285714300000002,0.368595585,0.3125,0.28514960656563443,0.4107435638613907
235,236,2/12/20 4:57,Infectious,Communicable Diseases,0,0,,0,,,,0.0,0.19047619,0.543874189,0.41176470600000004,0.26779476304848987,0.40098537592056355
236,237,2/12/20 4:57,drug allergies,Drug Allergy,1,0,,1,1.0,1.0,1.0,1.277777778,0.7857142859999999,0.8555439109999999,0.46153846200000004,0.32192108904321987,0.423140071742868
237,238,2/12/20 4:57,drug allergies,Drug Allergy,1,0,,1,1.0,1.0,1.0,1.277777778,0.7857142859999999,0.8555439109999999,0.46153846200000004,0.32475845888257027,0.423140071742868
238,239,2/12/20 4:57,drug allergies,Drug Allergy,1,0,,1,1.0,1.0,1.0,1.277777778,0.7857142859999999,0.8555439109999999,0.46153846200000004,0.3247580776611964,0.423140071742868
239,240,2/12/20 4:58,drug allergies,Drug Allergy,1,0,,1,1.0,1.0,1.0,1.277777778,0.7857142859999999,0.8555439109999999,0.46153846200000004,0.32475802178184193,0.423140071742868
240,241,2/12/20 4:59,syndrome,Adenohypophyseal Diseases,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.2696235130230586,0.3809900662692433
241,242,2/12/20 5:00,anterior,Adenohypophyseal Diseases,0,0,,1,1.0,1.0,1.0,0.0,0.16,0.171049237,0.3125,0.13642732799053192,0.35024891662496055
242,243,2/12/20 5:00,anterior,Adenohypophyseal Diseases,0,0,,0,,,,0.0,0.16,0.171049237,0.3125,0.1375611238181591,0.35024891662496055
243,244,2/12/20 5:01,myocardial infarction,Myocardial Infarction,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.35073794424533844,0.39041498297238875
244,245,2/12/20 5:01,myocardial infarction,Myocardial Infarction,0,0,,1,0.0,1.0,1.0,1.0,1.0,1.0,0.8,0.34843698019782704,0.39041498297238875
245,246,2/12/20 5:02,IHSS,Idiopathic hypertrophic subaortic stenosis,0,0,,1,1.0,1.0,1.0,0.0,0.095238095,0.0,0.052631579000000005,0.18969326466321945,0.0
246,247,2/12/20 5:02,IHSS,Idiopathic hypertrophic subaortic stenosis,0,0,,1,1.0,1.0,1.0,0.0,0.095238095,0.0,0.052631579000000005,0.18964352644979954,0.0
247,248,2/12/20 5:02,IHSS,Idiopathic hypertrophic subaortic stenosis,0,0,,1,1.0,1.0,1.0,0.0,0.095238095,0.0,0.052631579000000005,0.18961898609995842,0.0
248,249,2/12/20 5:30,Infections,Infections of musculoskeletal system,0,0,,1,1.0,1.0,1.0,0.135135135,0.27777777800000003,0.338255769,0.5625,0.3064978225156665,0.45295952228156644
249,250,2/12/20 5:31,Infections,Infections of musculoskeletal system,0,0,,1,1.0,1.0,1.0,0.135135135,0.27777777800000003,0.338255769,0.5625,0.30726175382733345,0.45295952228156644
250,251,2/12/20 5:31,Infections,Infections of musculoskeletal system,0,0,,1,1.0,1.0,1.0,0.135135135,0.27777777800000003,0.338255769,0.5625,0.30726093985140324,0.45295952228156644
251,252,2/12/20 5:32,Infections,Infections of musculoskeletal system,0,0,,1,1.0,1.0,1.0,0.135135135,0.27777777800000003,0.338255769,0.5625,0.30726093892008066,0.45295952228156644
252,253,2/12/20 5:32,anemia,Infantile Neuroaxonal Dystrophy,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.833333333,0.24865617070879256,0.32793268606735343
253,254,2/12/20 5:34,PLAN,Infantile Neuroaxonal Dystrophy,0,0,,0,,,,0.0,0.09677419400000001,-0.16849049600000002,0.045454545,0.23255371621676854,0.0
254,255,2/12/20 5:35,PLAN,Infantile Neuroaxonal Dystrophy,0,0,,0,,,,0.0,0.09677419400000001,-0.16849049600000002,0.045454545,0.23334716153996332,0.0
255,256,2/12/20 5:36,PLAN,Infantile Neuroaxonal Dystrophy,0,0,,0,,,,0.0,0.09677419400000001,-0.16849049600000002,0.045454545,0.23334828125579016,0.0
256,257,2/12/20 5:37,depression,Depressive disorder,0,0,,1,1.0,1.0,1.0,0.263157895,0.473684211,0.7141569259999999,0.636363636,0.3901578610142072,0.46316104899434485
257,258,2/12/20 5:38,Depression,Depressive disorder,0,0,,1,1.0,1.0,1.0,0.263157895,0.473684211,0.7141569259999999,0.636363636,0.3731433153152466,0.4585843198244868
258,259,2/12/20 5:38,Depression,Depressive disorder,0,0,,1,1.0,1.0,1.0,0.263157895,0.473684211,0.7141569259999999,0.636363636,0.37443843980630237,0.4585843198244868
259,260,2/12/20 5:39,depression,Depressive disorder,0,0,,1,1.0,1.0,1.0,0.263157895,0.473684211,0.7141569259999999,0.636363636,0.3900541191299756,0.46316104899434485
260,261,2/12/20 5:45,LAD,Leukocyte adhesion deficiency type 1,1,0,Anterior descending branch of left coronary artery,1,1.0,,1.0,0.0,0.234375,0.632856071,0.444444444,0.20949462056159973,0.0
261,262,2/12/20 5:45,LAD,Leukocyte adhesion deficiency type 1,0,0,Anterior descending branch of left coronary artery,1,1.0,1.0,1.0,0.0,0.234375,0.632856071,0.444444444,0.2092242290576299,0.0
262,263,2/12/20 5:46,LAD,Leukocyte adhesion deficiency type 1,0,0,Anterior descending branch of left coronary artery,1,1.0,1.0,1.0,0.0,0.234375,0.632856071,0.444444444,0.20922436399592292,0.0
263,264,2/12/20 7:57,obesity,Obesity,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.38888291716575624,0.4332968650216406
264,265,2/12/20 7:57,obese,Obesity,0,0,,1,1.0,1.0,1.0,0.5,0.571428571,0.714399695,0.375,0.2614597320556641,0.4275076831380526
265,266,2/12/20 7:57,Obese,Obesity,0,0,,1,1.0,1.0,1.0,0.5,0.571428571,0.714399695,0.571428571,0.2594030886888504,0.47368497649828595
266,267,2/12/20 7:58,obesity,Obesity,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.38758558630943296,0.4332968650216406
267,268,2/12/20 7:58,obese,Obesity,0,0,,1,1.0,1.0,1.0,0.5,0.571428571,0.714399695,0.375,0.26144234389066695,0.4275076831380526
268,269,2/12/20 7:59,obesity,Obesity,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.39261148273944857,0.4332968650216406
269,270,2/12/20 7:59,Obese,Obesity,0,0,,1,1.0,1.0,1.0,0.5,0.571428571,0.714399695,0.571428571,0.2591588795185089,0.47368497649828595
270,271,2/12/20 8:00,obesity,Obesity,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.3875852108001709,0.4332968650216406
271,272,2/12/20 8:00,obesity,Obesity,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.3920871466398239,0.4332968650216406
272,273,2/12/20 8:01,obesity,Obesity,0,0,Neck,1,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.3921101003885269,0.4332968650216406
273,274,2/12/20 8:01,obesity,Obesity,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.3921119630336761,0.4332968650216406
274,275,2/12/20 8:03,obese,Obesity,0,0,,1,1.0,1.0,1.0,0.5,0.571428571,0.714399695,0.375,0.2614721119403839,0.4275076831380526
275,276,2/12/20 8:03,obese,Obesity,0,0,,1,1.0,1.0,1.0,0.5,0.571428571,0.714399695,0.375,0.26199415475130083,0.4275076831380526
276,277,2/12/20 8:03,obese,Obesity,0,0,,1,1.0,1.0,1.0,0.5,0.571428571,0.714399695,0.375,0.26198371052742003,0.4275076831380526
277,278,2/12/20 8:08,pneumoniae,Pneumonia,0,0,,1,1.0,1.0,1.0,0.5,0.9,0.244303152,0.7777777779999999,0.3246532708406448,0.3891160948667675
278,279,2/12/20 8:10,pneumonia,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.43688624203205106,0.39673829672707095
279,280,2/12/20 8:11,pneumonia,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.4372690498828888,0.39673829672707095
280,281,2/12/20 8:12,pneumonia,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.43727086782455443,0.39673829672707095
281,282,2/12/20 8:12,pneumonia,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.4372711569070816,0.39673829672707095
282,283,2/12/20 8:12,pneumonia,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.4372712582349777,0.39673829672707095
283,284,2/12/20 8:13,pneumonia,Pneumonia,0,0,,1,1.0,0.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.4372712403535843,0.39673829672707095
284,285,2/12/20 8:13,pneumonia,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.4372712314128876,0.39673829672707095
285,286,2/12/20 8:14,pneumonia,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.4372712433338165,0.39673829672707095
286,287,2/12/20 8:14,pneumonia,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.43727125227451324,0.39673829672707095
287,288,2/12/20 8:15,Pneumonia,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4535004675388336,1.0
288,289,2/12/20 8:15,pneumonia,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.42737762331962587,0.39673829672707095
289,290,2/12/20 8:16,pneumonia,Pneumonia,0,0,Chest,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.43726826310157774,0.39673829672707095
290,291,2/12/20 8:18,pneumonia,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.4372707813978195,0.39673829672707095
291,292,2/12/20 8:19,pneumonia,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.43727116882801054,0.39673829672707095
292,293,2/12/20 8:19,pneumonia,Pneumonia,0,0,Lung,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.4372712314128876,0.39673829672707095
293,294,2/12/20 8:20,pneumonia,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.4372712403535843,0.39673829672707095
294,295,2/12/20 8:20,pneumonia,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.4372712463140488,0.39673829672707095
295,296,2/12/20 8:20,pneumonia,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.4372712403535843,0.39673829672707095
296,297,2/12/20 8:21,Pneumonia,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45350045561790464,1.0
297,298,2/12/20 8:21,pneumoniae,Pneumonia,0,0,,1,1.0,1.0,1.0,0.5,0.9,0.244303152,0.7777777779999999,0.3136285573244095,0.3891160948667675
298,299,2/12/20 8:21,PNEUMONIA,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.066666667,0.15857346951961518,0.0
299,300,2/12/20 8:22,Pneumonia,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4506791472434998,1.0
300,301,2/12/20 8:22,pneumonia,Pneumonia,0,0,,1,0.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.42738120853900907,0.39673829672707095
301,302,2/12/20 8:22,pneumonia,Pneumonia,0,0,,1,1.0,0.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.43726831376552583,0.39673829672707095
302,303,2/12/20 8:24,pneumonia,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.43727077543735504,0.39673829672707095
303,304,2/12/20 8:24,PNEUMONIA,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.066666667,0.15859364569187165,0.0
304,305,2/12/20 8:25,pneumonia,Pneumonia,0,0,Right lung,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.42678442299366,0.39673829672707095
305,306,2/12/20 8:26,pneumonia,Pneumonia,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.43726720809936526,0.39673829672707095
306,307,2/12/20 17:46,heart failure,Heart failure,0,0,Heart,1,1.0,1.0,1.0,1.0,1.0,1.0,0.818181818,0.3410121761262417,0.40558102054160033
307,308,2/12/20 17:59,heart failure,Heart failure,0,0,Heart,1,1.0,1.0,1.0,1.0,1.0,1.0,0.818181818,0.34067343299587566,0.40558102054160033
308,309,2/12/20 18:04,heart failure,Heart failure,0,1,Heart,1,1.0,1.0,1.0,1.0,1.0,1.0,0.818181818,0.3406706874569257,0.40558102054160033
309,310,2/12/20 18:05,heart failure,Heart failure,0,0,Heart,1,0.0,1.0,1.0,1.0,1.0,1.0,0.818181818,0.3406704217195511,0.40558102054160033
310,311,2/12/20 18:12,Heart failure,Heart failure,0,0,Heart,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33868662764628726,1.0
311,312,2/12/20 18:12,HEART FAILURE,Heart failure,0,0,Heart,1,1.0,1.0,1.0,1.0,1.0,1.0,0.111111111,0.15675690956413746,0.0
312,313,2/12/20 18:12,HEART FAILURE,Heart failure,0,0,Heart,1,1.0,1.0,1.0,1.0,1.0,1.0,0.111111111,0.15639891102910042,0.0
313,314,2/12/20 18:13,heart failure,Heart failure,0,0,Heart,1,0.0,1.0,1.0,1.0,1.0,1.0,0.818181818,0.3366812976698081,0.40558102054160033
314,315,2/12/20 18:13,heart failure,Heart failure,0,0,Heart,1,0.0,1.0,1.0,1.0,1.0,1.0,0.818181818,0.3406648151576519,0.40558102054160033
315,316,2/12/20 18:13,heart failure,Heart failure,0,0,Heart,1,0.0,1.0,1.0,1.0,1.0,1.0,0.818181818,0.34066972012321156,0.40558102054160033
316,317,2/12/20 18:15,Heart Failure,Heart failure,0,0,Heart,1,1.0,1.0,1.0,1.0,1.0,1.0,0.818181818,0.3310799412429333,0.4118525234184095
317,318,2/12/20 18:15,heart failure,Heart failure,0,0,Heart,1,1.0,1.0,1.0,1.0,1.0,1.0,0.818181818,0.33607273921370506,0.40558102054160033
318,319,2/12/20 18:15,heart failure,Heart failure,0,0,Heart,1,1.0,1.0,1.0,1.0,1.0,1.0,0.818181818,0.34066538140177727,0.40558102054160033
