index,bleu_score,levenstein_sim,jaccard_sim,Euclidean_dist,cosine_sim,correct_answ,concept,range,negation,hof,location,negation_answ,hof_answ,location_answ,old_cosine
820,1.0,1.0,1.0,0.3538833123942216,0.4086415949463844,1,Back Pain,back pain,0,0,,1.0,1.0,1.0,1.0
173,0.263157895,0.5,0.5,0.3220222517848015,0.0,1,Hypertensive disease,HTN,0,0,,1.0,1.0,1.0,0.6737101670000001
246,0.0,0.095238095,0.052631579000000005,0.1900433450937271,0.0,1,Idiopathic hypertrophic subaortic stenosis,IHSS,0,0,,1.0,1.0,1.0,0.0
480,0.263157895,0.333333333,0.625,0.17658090069890023,0.3468101187001752,1,Catheterization,Carotid imaging,0,0,Structure of left internal carotid artery,1.0,1.0,1.0,0.582119927
930,0.6465517239999999,0.647058824,0.7333333329999999,0.15704336613416672,0.35002759846364273,0,Electrocardiography,chest x-ray,0,0,,,,,0.6170595289999999
859,1.0,1.0,1.0,0.18352242993811765,0.0,1,Adenosine Monophosphate,POTASSIUM CHLORIDE,0,0,,1.0,1.0,1.0,1.0
104,0.263157895,0.470588235,0.5,0.4136411522825559,0.4130831448959985,1,Diabetes Mellitus,diabetes,0,0,,1.0,0.0,1.0,0.8091974259999999
441,0.333333333,0.818181818,0.611111111,0.3033733751092638,0.39126556818683944,1,Deep Vein Thrombosis,deep venous thrombosis,0,0,Veins,1.0,1.0,0.0,0.844430337
601,0.263157895,0.470588235,0.636363636,0.4169490536053975,0.4130831448959985,1,Diabetes Mellitus,diabetes,0,0,,1.0,1.0,1.0,0.8091974259999999
771,0.0,0.1875,0.307692308,0.1665206640958786,0.0,1,Hypersensitivity,ALLERGIES,0,0,,1.0,1.0,1.0,0.594576836
403,0.0,0.19047619,0.41176470600000004,0.26725803315639496,0.40098537592056355,1,Communicable Diseases,Infectious,0,0,,1.0,1.0,1.0,0.543874189
269,0.5,0.571428571,0.571428571,0.25805974304676055,0.47368497649828595,1,Obesity,Obese,0,0,,1.0,1.0,1.0,0.714399695
928,0.6465517239999999,0.588235294,0.6875,0.17867214605212212,0.0,1,Plain x-ray,CXR,0,0,,1.0,1.0,1.0,0.6170595289999999
424,0.333333333,0.818181818,0.611111111,0.300835374210562,0.39126556818683944,1,Deep Vein Thrombosis,deep venous thrombosis,0,0,Veins,1.0,1.0,0.0,0.844430337
31,0.263157895,0.5,0.5,0.32173794507980347,0.0,1,Hypertensive disease,HTN,0,0,,1.0,1.0,1.0,0.6737101670000001
955,0.0,0.42105263200000004,0.454545455,0.29512768387794497,0.0,1,Electrocardiography,EKG,0,0,,1.0,0.0,1.0,0.351703462
8,0.322580645,0.92,0.736842105,0.1870477373401324,0.3428924474865198,1,Hypertensive disease,lbbb,0,0,,1.0,1.0,0.0,0.435366015
577,0.17857142899999998,0.333333333,0.583333333,0.21555989235639572,0.39175953764330457,0,Posterior pituitary disease,posterior,0,0,Bone structure of tibia,,,,0.467126821
459,0.0,0.2,0.066666667,0.16162257865071297,0.0,1,Aspirin,ACETYLSALICYLIC ACID,0,0,,1.0,1.0,1.0,0.7946902509999999
419,0.6465517239999999,0.7419354840000001,0.7777777779999999,0.2645511563335146,0.0,1,Deep Vein Thrombosis,GERD,0,0,,1.0,1.0,1.0,0.67886433
159,0.25,0.9090909090000001,0.833333333,0.3052986382196347,0.4050285166654831,1,Food-Drug Interactions,Food/Drug Interaction,0,0,,1.0,1.0,1.0,0.8100879790000001
724,0.0,0.15,0.272727273,0.20842332020401955,0.39664120613424864,0,Chromosome inversion,inv,0,0,,,,,0.206676468
581,0.5,0.571428571,0.571428571,0.25592896342277527,0.4275076831380526,1,Obesity,obese,0,0,Abdomen,1.0,1.0,1.0,0.714399695
664,0.135135135,0.27777777800000003,0.533333333,0.30743351485580206,0.45295952228156644,0,Infections of musculoskeletal system,Infections,0,0,,,,,0.338255769
803,0.135135135,0.130434783,0.23076923100000002,0.17928407434374094,0.0,0,Yes - Presence findings,YES,0,0,,,,,0.452659495
707,1.0,1.0,1.0,0.23192535899579525,0.0,1,Chest Pain,CHEST PAIN,0,0,Chest,1.0,1.0,1.0,1.0
92,0.263157895,0.470588235,0.5,0.4130841518441836,0.4130831448959985,1,Diabetes Mellitus,diabetes,0,0,,1.0,1.0,1.0,0.8091974259999999
556,0.333333333,0.0,0.882352941,0.3023242396967752,0.0,1,"Sleep Apnea, Obstructive",OSA,0,1,,1.0,1.0,1.0,0.42721344
881,0.0,0.063829787,0.166666667,0.1452057988128879,0.0,0,Antibody to islet cells of pancreas measurement,ICA,0,0,,,,,0.351392916
555,0.333333333,0.041666667000000004,0.9375,0.3148671977576755,0.38765194937192576,1,"Sleep Apnea, Obstructive",obstructive sleep apnea,0,0,,1.0,1.0,1.0,0.42721344
550,0.0,0.04444444400000001,0.1875,0.18790720237625969,0.0,0,"Deafness, Sensorineural, And Male Infertility",DIS,0,0,,,,,0.170714828
352,0.0,0.130434783,0.14285714300000002,0.17138198763132095,0.27932497169822457,1,Adenosine Monophosphate,amp,0,0,,1.0,1.0,1.0,0.469460875
874,0.263157895,0.636363636,0.7692307690000001,0.37393300731976825,0.33888690553318995,1,Rehabilitation therapy,Rehabilitation,0,0,,1.0,1.0,1.0,0.7451814409999999
285,1.0,1.0,0.7777777779999999,0.42544964849948885,0.39673829672707095,1,Pneumonia,pneumonia,0,0,,1.0,1.0,1.0,1.0
517,1.0,1.0,1.0,0.3706825985794976,0.4064008955402594,1,Coronary Artery Disease,coronary artery disease,0,1,Coronary artery,1.0,1.0,1.0,1.0
120,0.981481481,0.958333333,0.625,0.3080695697239467,0.0,1,Coronary Artery Disease,CAD,0,0,,1.0,1.0,1.0,1.0
425,0.0,0.09677419400000001,0.045454545,0.23001432525260107,0.0,0,Sleep Apnea Syndromes,PLAN,0,0,,,,,-0.16849049600000002
630,0.161290323,0.1,0.882352941,0.3201190446104322,0.0,1,"Diabetes Mellitus, Non-Insulin-Dependent",NIDDM,0,0,,1.0,1.0,1.0,0.366991555
864,1.0,1.0,1.0,0.38514529416958493,0.42333259899169207,1,Pain control,pain control,0,0,,1.0,1.0,1.0,1.0
549,0.333333333,0.7826086959999999,0.875,0.18501238099166326,0.364427268339528,1,Deep Vein Thrombosis,dvt,0,0,,1.0,1.0,1.0,0.844430337
71,0.981481481,0.96,0.833333333,0.3122367582150868,0.0,1,Congestive heart failure,CHF,0,0,,1.0,1.0,1.0,1.0
291,1.0,1.0,0.7777777779999999,0.4302861452102661,0.39673829672707095,1,Pneumonia,pneumonia,0,0,,1.0,1.0,1.0,1.0
366,1.0,1.0,1.0,0.33466499149799345,1.0,1,Coumadin,Coumadin,0,0,,1.0,1.0,1.0,1.0
436,0.135135135,0.27777777800000003,0.5625,0.27569594766412464,0.46516327980001276,0,Intervertebral Disc Degeneration,Infections,0,0,,,,,0.338255769
740,0.0,0.15789473699999998,0.28571428600000004,0.1983280541996161,0.33487547682050395,1,Dyspnea,shortness of breath,0,0,,1.0,1.0,1.0,0.5700332029999999
777,0.10869565199999999,0.214285714,0.363636364,0.24635157154666054,0.5584330389178113,0,Grade 3 Severe Adverse Event,severe,0,0,,,,,0.559259728
168,0.263157895,0.5,0.533333333,0.39267315218846005,0.3990007418173331,1,Hypertensive disease,hypertension,0,1,,1.0,1.0,1.0,0.6737101670000001
351,1.0,1.0,0.8,0.3482309641937415,0.39041498297238875,1,Myocardial Infarction,myocardial infarction,0,0,,1.0,0.0,1.0,1.0
348,0.0,0.130434783,0.14285714300000002,0.17683883756399155,0.27932497169822457,1,Adenosine Monophosphate,amp,0,0,,1.0,1.0,1.0,0.469460875
504,0.263157895,0.5,0.642857143,0.1593974381685257,0.0,1,Hypertensive disease,HYPERTENSION,0,0,,1.0,1.0,1.0,0.6737101670000001
68,0.263157895,0.5,0.5,0.26833873987197876,0.0,1,Congestive heart failure,HTN,0,0,,1.0,1.0,1.0,0.6737101670000001
954,0.0,0.234375,0.5,0.20922024961974886,0.0,1,Leukocyte adhesion deficiency type 1,LAD,0,0,Anterior descending branch of left coronary artery,1.0,1.0,1.0,0.632856071
558,0.333333333,0.041666667000000004,0.9375,0.15932863081494966,0.0,1,"Sleep Apnea, Obstructive",OBSTRUCTIVE SLEEP APNEA,0,0,,1.0,1.0,1.0,0.42721344
993,1.0,1.0,1.0,0.2956848902006944,0.34530094450917737,1,Tubal Ligation,tubal ligation,0,1,,1.0,1.0,1.0,1.0
199,0.638888889,0.7894736840000001,0.6,0.3203831519931555,0.0,1,Chronic Obstructive Airway Disease,COPD,0,0,,1.0,1.0,1.0,0.8808173840000001
540,0.0,0.04444444400000001,0.1875,0.18774908035993576,0.0,0,"Deafness, Sensorineural, And Male Infertility",DIS,0,0,,1.0,1.0,1.0,0.170714828
90,0.263157895,0.470588235,0.5,0.41458692650000256,0.4130831448959985,1,Diabetes Mellitus,diabetes,0,0,,1.0,1.0,1.0,0.8091974259999999
526,0.263157895,0.5,0.642857143,0.16149360314011574,0.0,1,Hypertensive disease,HYPERTENSION,0,0,,1.0,0.0,1.0,0.6737101670000001
519,0.263157895,0.5,0.642857143,0.38680390268564224,0.3990007418173331,1,Hypertensive disease,hypertension,0,0,,1.0,0.0,1.0,0.6737101670000001
783,0.10869565199999999,0.214285714,0.363636364,0.2468616780307558,0.5584330389178113,0,Grade 3 Severe Adverse Event,severe,0,0,,,,,0.559259728
185,0.0,0.04444444400000001,0.15,0.188131688369645,0.0,0,"Deafness, Sensorineural, And Male Infertility",DIS,0,0,,,,,0.170714828
880,0.0,0.42105263200000004,0.454545455,0.2950043320655823,0.0,1,Electrocardiography,EKG,0,0,,1.0,1.0,1.0,0.351703462
380,1.0,1.0,0.125,0.16344611905515194,0.0,1,Myocardial Infarction,MYOCARDIAL INFARCTION,0,0,,1.0,1.0,1.0,1.0
60,0.981481481,0.96,0.833333333,0.3122492070708956,0.0,1,Congestive heart failure,CHF,0,0,,1.0,1.0,1.0,1.0
985,0.263157895,0.470588235,0.636363636,0.3482250601053238,0.42132348543964326,1,Obesity,diabetes,0,0,,1.0,1.0,1.0,0.8091974259999999
560,0.25,0.9090909090000001,0.8125,0.3062798498819272,0.4050285166654831,1,Food-Drug Interactions,Food/Drug Interaction,0,0,,,1.0,1.0,0.8100879790000001
711,0.0,0.155172414,0.5,0.13071768581867219,0.0,0,Spondyloenchondrodysplasia,SEM,0,0,,,,,0.0
591,0.638888889,0.7894736840000001,0.761904762,0.3225808087736368,0.0,1,Chronic Obstructive Airway Disease,COPD,0,0,,1.0,1.0,1.0,0.8808173840000001
941,0.23809523800000001,0.851851852,0.875,0.2581610878308614,0.0,1,Cerebrovascular accident,CVA,0,0,,1.0,1.0,1.0,0.727308333
422,0.263157895,0.473684211,0.636363636,0.3768871247768402,0.39083016899724804,1,Anxiety,depression,0,0,,1.0,1.0,1.0,0.7141569259999999
223,0.263157895,0.4375,0.583333333,0.2212901438275973,0.3601592206856707,0,Stomach Diseases,stomach,0,0,Entire stomach,,,,0.672669709
840,0.454545455,0.523809524,0.615384615,0.32769427883128327,0.36995385334263614,1,No vomiting,no nausea or vomiting,0,0,,1.0,1.0,1.0,0.467140847
224,0.263157895,0.4375,0.583333333,0.221047172943751,0.3601592206856707,0,Stomach Diseases,stomach,0,0,Entire stomach,,,,0.672669709
86,0.981481481,0.96,0.833333333,0.3115313734327044,0.0,1,Congestive heart failure,CHF,0,0,,1.0,1.0,1.0,1.0
342,1.0,1.0,0.8,0.3459085412323475,0.39041498297238875,1,Myocardial Infarction,myocardial infarction,0,0,,1.0,1.0,1.0,1.0
518,0.774410774,0.18918918899999998,0.8,0.2718818054667541,0.38488762933881054,1,Coronary Artery Disease,"disease , status post coronary artery",0,0,Coronary artery,1.0,1.0,1.0,0.328891605
968,0.6465517239999999,0.588235294,0.6875,0.18205768721444265,0.3837008174094889,1,Plain chest X-ray,cxr,0,0,,1.0,1.0,1.0,0.6170595289999999
825,1.0,1.0,1.0,0.14941564500331878,0.0,1,Cellulitis,CELLULITIS,0,0,Structure of left lower leg,1.0,1.0,1.0,1.0
972,0.263157895,0.6,0.642857143,0.366376760105292,0.4295752955087717,1,Cholecystectomy procedure,cholecystectomy,0,0,,1.0,1.0,1.0,0.838336408
585,0.0,0.14285714300000002,0.333333333,0.28509365270535153,0.4107435638613907,0,Communicable Diseases,infection,0,0,,,,,0.368595585
761,0.263157895,0.647058824,0.615384615,0.2867487495144208,0.42191976899547234,0,Drug Interactions,Interaction,0,0,,,,,0.326243877
56,0.981481481,0.96,0.833333333,0.3123860274042402,0.0,1,Congestive heart failure,CHF,0,0,,1.0,1.0,1.0,1.0
306,1.0,1.0,0.818181818,0.337736114859581,0.40558102054160033,1,Heart failure,heart failure,0,0,Heart,1.0,1.0,1.0,1.0
533,0.0,0.04444444400000001,0.1875,0.18817670394976935,0.0,0,"Deafness, Sensorineural, And Male Infertility",DIS,0,0,,,1.0,1.0,0.170714828
268,1.0,1.0,0.75,0.3873064249753952,0.4332968650216406,1,Obesity,obesity,0,0,,1.0,1.0,1.0,1.0
799,1.0,0.923076923,0.9,0.34772991240024564,0.3708249192797776,1,Complication,Complications,0,0,,1.0,1.0,1.0,0.7851421829999999
980,1.277777778,0.7857142859999999,0.727272727,0.2545251615345478,0.35715690580538556,1,Obesity,drug allergies,1,0,,1.0,1.0,1.0,0.8555439109999999
696,0.5,0.875,1.0,0.312153097987175,0.536918063958486,1,Services,Service,0,0,,1.0,1.0,1.0,0.8828369979999999
750,1.0,1.0,1.0,0.31833198356131714,0.40422269695305396,1,Report status,Report Status,0,0,,1.0,1.0,1.0,1.0
320,1.0,1.0,0.818181818,0.33663487434387207,0.40558102054160033,1,Heart failure,heart failure,0,0,Heart,1.0,1.0,0.0,1.0
121,0.981481481,0.958333333,0.625,0.3087817132472992,0.0,1,Coronary Artery Disease,CAD,1,0,,0.0,0.0,1.0,1.0
710,0.0,0.155172414,0.5,0.13118503391742706,0.0,0,Spondyloenchondrodysplasia,SEM,0,0,,,,,0.0
969,0.0,0.307692308,0.444444444,0.13634528858321054,0.39761048523136056,1,Infantile Neuroaxonal Dystrophy,endo,0,0,,1.0,1.0,1.0,0.23130184399999998
327,0.0,0.19047619,0.4375,0.24286529421806335,0.39897209136850303,1,Communicable Diseases,infectious,0,0,,1.0,0.0,1.0,0.543874189
420,1.0,1.0,0.75,0.39966734647750857,0.4326283614235846,1,Anxiety,anxiety,0,0,,1.0,1.0,1.0,1.0
759,0.0,0.181818182,0.272727273,0.21167493164539336,0.4414197024703026,1,Obstruction,block,0,0,Structure of sciatic nerve,1.0,1.0,1.0,0.359371841
35,0.263157895,0.5,0.5,0.32242679844299954,0.0,1,Hypertensive disease,HTN,0,0,,1.0,1.0,1.0,0.6737101670000001
836,0.47619047600000003,0.15,0.933333333,0.24587089113063282,0.37495995867583487,1,Ibuprofen allergy,allergy to IBUPROFEN,0,0,,1.0,1.0,1.0,0.445253629
187,0.0,0.04444444400000001,0.15,0.18761715955204433,0.0,0,"Deafness, Sensorineural, And Male Infertility",DIS,0,0,,,,,0.170714828
1008,0.981481481,0.961538462,0.923076923,0.2722476486648832,0.0,1,Transient Ischemic Attack,TIA,0,0,,1.0,1.0,1.0,1.0
542,1.0,1.0,1.0,0.1509770162048794,0.0,1,Coronary Artery Disease,CORONARY ARTERY DISEASE,0,0,Heart,1.0,0.0,1.0,1.0
117,0.981481481,0.958333333,0.625,0.30925126373767853,0.0,1,Coronary Artery Disease,CAD,0,0,,1.0,1.0,1.0,1.0
663,0.135135135,0.27777777800000003,0.533333333,0.30612894985824823,0.45295952228156644,0,Infections of musculoskeletal system,Infections,0,0,,,,,0.338255769
13,0.6465517239999999,0.7419354840000001,0.7777777779999999,0.2920227224628131,0.0,1,Hypertensive disease,GERD,0,0,,1.0,1.0,1.0,0.67886433
589,0.0,0.14285714300000002,0.333333333,0.2789631163080533,0.4107435638613907,0,Communicable Diseases,infection,0,0,,,,,0.368595585
301,1.0,1.0,0.7777777779999999,0.4367033183574677,0.39673829672707095,1,Pneumonia,pneumonia,0,0,,1.0,1.0,0.0,1.0
976,0.981481481,0.958333333,0.923076923,0.34139939078262876,0.0,1,Urinary tract infection,UTI,0,0,,1.0,1.0,1.0,1.0
683,0.263157895,0.647058824,0.615384615,0.20302940532565117,0.0,0,Drug Interactions,INTERACTION,0,0,,,,,0.326243877
152,0.263157895,0.444444444,0.666666667,0.3934605618317922,0.37312495717778804,1,Dystonia Disorders,dystonia,0,0,,1.0,1.0,1.0,0.8299539090000001
77,0.981481481,0.96,0.833333333,0.31169105214732035,0.0,1,Congestive heart failure,CHF,0,0,,1.0,1.0,1.0,1.0
24,0.263157895,0.5,0.533333333,0.3885581245024999,0.3990007418173331,1,Hypertensive disease,hypertension,0,0,,1.0,1.0,1.0,0.6737101670000001
793,0.0,0.14285714300000002,0.111111111,0.22454813718795777,0.0,1,Dyspnea,SOB,1,0,,1.0,1.0,1.0,0.653896809
240,1.0,1.0,0.7777777779999999,0.26584436868627864,0.3809900662692433,1,Adenohypophyseal Diseases,syndrome,0,0,,1.0,1.0,1.0,1.0
738,0.0,0.15789473699999998,0.28571428600000004,0.2004624418914318,0.33487547682050395,1,Dyspnea,shortness of breath,0,0,,1.0,1.0,1.0,0.5700332029999999
809,1.0,1.0,1.0,0.41922296583652496,0.5333475941741789,1,Dizziness,dizziness,0,0,,1.0,1.0,1.0,1.0
142,0.0,0.21052631600000002,0.363636364,0.29888752351204556,0.39757098630070686,1,Atrial Fibrillation,AFib,0,0,,1.0,0.0,1.0,0.8008730409999999
814,0.10869565199999999,0.275862069,0.5,0.20128191510836282,0.39568557833199913,0,Ejection as a Sports activity,ejection,0,0,,,,,0.307652796
894,0.0,0.42105263200000004,0.454545455,0.2960180342197418,0.0,1,Electrocardiography,EKG,0,0,,1.0,1.0,1.0,0.351703462
984,0.263157895,0.636363636,0.7692307690000001,0.3734768405556679,0.33888690553318995,1,Rehabilitation therapy,Rehabilitation,0,0,,1.0,1.0,1.0,0.7451814409999999
317,1.0,1.0,0.818181818,0.3352750279009342,0.40558102054160033,1,Heart failure,heart failure,0,0,Heart,1.0,1.0,1.0,1.0
794,0.0,0.15789473699999998,0.28571428600000004,0.20010256121555964,0.33487547682050395,1,Dyspnea,shortness of breath,0,0,,1.0,1.0,1.0,0.5700332029999999
497,0.172413793,0.9642857140000001,0.9375,0.36351127709661213,0.36249694761254486,1,Community acquired pneumonia,community-acquired pneumonia,0,0,,1.0,1.0,1.0,0.574329391
507,0.263157895,0.5,0.642857143,0.15980867420633635,0.0,1,Hypertensive disease,HYPERTENSION,0,0,,1.0,1.0,1.0,0.6737101670000001
625,0.166666667,0.275,0.875,0.2542253345960662,0.4386117275712299,1,"Diabetes Mellitus, Non-Insulin-Dependent",non-insulin dependent diabetes,0,0,,1.0,0.0,1.0,0.244843697
854,0.0,0.130434783,0.25,0.17352998505036035,0.27932497169822457,1,Adenosine Monophosphate,amp,0,0,,1.0,1.0,1.0,0.469460875
807,1.0,1.0,1.0,0.4152847111225128,0.5333475941741789,1,Dizziness,dizziness,0,0,,1.0,1.0,1.0,1.0
810,0.10869565199999999,0.275862069,0.5,0.2039626356628206,0.39568557833199913,0,Ejection as a Sports activity,ejection,0,0,,,,,0.307652796
598,0.0,0.09677419400000001,0.235294118,0.23289152873413904,0.0,0,Infantile Neuroaxonal Dystrophy,PLAN,0,0,,,,,-0.16849049600000002
474,0.25,0.666666667,0.833333333,0.1524655416607857,0.3815066926858642,1,Colace,iron sulfate,0,0,,1.0,1.0,1.0,0.852983415
552,0.333333333,0.7826086959999999,0.875,0.2855329726423536,0.0,1,Deep Vein Thrombosis,DVT,0,0,Structure of jugular vein,1.0,1.0,1.0,0.844430337
645,0.263157895,0.4375,0.636363636,0.2177534227569898,0.3601592206856707,0,Stomach Diseases,stomach,0,0,Entire stomach,,,,0.672669709
0,0.0,0.04444444400000001,0.15,0.20180731266736984,0.0,0,Hypertensive disease,DIS,0,0,,,,,0.170714828
79,0.981481481,0.96,0.833333333,0.3124020908560072,0.0,1,Congestive heart failure,CHF,0,0,,1.0,1.0,1.0,1.0
515,0.263157895,0.5,0.642857143,0.3885548710823059,0.3990007418173331,1,Hypertensive disease,hypertension,0,0,,1.0,0.0,1.0,0.6737101670000001
225,0.263157895,0.470588235,0.636363636,0.42620448768138885,0.41001311784648165,1,Diabetes Mellitus,Diabetes,0,0,,1.0,1.0,1.0,0.8091974259999999
638,0.263157895,0.4375,0.636363636,0.21695121998588243,0.3601592206856707,0,Stomach Diseases,stomach,0,0,Entire stomach,,,,0.672669709
698,1.0,1.0,1.0,0.37440888583660126,0.5427580057558689,1,Edema,edema,1,0,,1.0,1.0,1.0,1.0
377,0.981481481,0.958333333,0.625,0.16387097413341203,0.37288776709249727,1,Hypertensive disease,cad,0,0,Heart,1.0,1.0,1.0,1.0
868,0.263157895,0.444444444,0.5,0.2843209356069565,0.38219603401375934,1,Grafting procedure,grafting,0,0,,1.0,1.0,1.0,0.7567660209999999
175,0.263157895,0.5,0.5,0.322066826124986,0.0,1,Hypertensive disease,HTN,0,0,Structure of right knee,1.0,1.0,1.0,0.6737101670000001
96,0.263157895,0.470588235,0.5,0.41502707451581955,0.4130831448959985,1,Diabetes Mellitus,diabetes,0,0,,1.0,0.0,1.0,0.8091974259999999
316,1.0,1.0,0.818181818,0.3303876407444477,0.4118525234184095,1,Heart failure,Heart Failure,0,0,Heart,1.0,1.0,1.0,1.0
790,0.10869565199999999,0.214285714,0.363636364,0.24481619397799173,0.5584330389178113,0,Grade 3 Severe Adverse Event,severe,0,0,,,,,0.559259728
337,0.263157895,0.5,0.5,0.1971422334512075,0.3561235238556509,1,Hypertensive disease,htn,0,0,,1.0,1.0,1.0,0.6737101670000001
936,0.0,0.375,0.6,0.22367132703463236,0.38149849853167933,0,Weighing patient,weight,0,0,,,,,0.35411594799999996
631,0.166666667,0.275,0.875,0.2529353761956805,0.43794911757608257,1,"Diabetes Mellitus, Non-Insulin-Dependent",Non-Insulin dependent diabetes,0,0,,1.0,1.0,1.0,0.244843697
659,0.0,0.234375,0.5,0.20879646639029184,0.0,1,Leukocyte adhesion deficiency type 1,LAD,0,0,Anterior descending branch of left coronary artery,1.0,1.0,1.0,0.632856071
806,0.135135135,0.130434783,0.23076923100000002,0.18017054814845324,0.0,0,Yes - Presence findings,YES,0,0,,,,,0.452659495
741,1.0,1.0,1.0,0.31831097168227035,0.40422269695305396,1,Report status,Report Status,0,0,,1.0,1.0,1.0,1.0
357,1.0,1.0,0.8,0.34488333761692047,0.39041498297238875,1,Myocardial Infarction,myocardial infarction,0,0,,1.0,1.0,0.0,1.0
178,0.263157895,0.5,0.533333333,0.39155715703964233,0.3990007418173331,1,Hypertensive disease,hypertension,0,0,,1.0,1.0,1.0,0.6737101670000001
438,0.333333333,0.7826086959999999,0.578947368,0.28562095974172863,0.0,1,Deep Vein Thrombosis,DVT,0,0,,1.0,0.0,1.0,0.844430337
184,0.981481481,0.96,0.833333333,0.3122499861887523,0.0,1,Congestive heart failure,CHF,0,0,,1.0,1.0,1.0,1.0
885,0.0,0.063829787,0.166666667,0.14537141302769835,0.0,0,Antibody to islet cells of pancreas measurement,ICA,0,0,,,,,0.351392916
84,0.981481481,0.96,0.833333333,0.31247544288635254,0.0,1,Congestive heart failure,CHF,0,0,,1.0,1.0,1.0,1.0
988,1.0,1.0,1.0,0.25394173339009285,0.40448922121568637,1,Depressive disorder,Chronic Pain Syndrome,0,0,,1.0,1.0,1.0,1.0
107,0.0,0.04444444400000001,0.15,0.18727878150012758,0.0,0,"Deafness, Sensorineural, And Male Infertility",DIS,0,0,,,,,0.170714828
376,0.263157895,0.470588235,0.5,0.36146180331707,0.4242736124174876,1,Hypertensive disease,diabetes,0,0,,1.0,1.0,1.0,0.8091974259999999
265,0.5,0.571428571,0.571428571,0.2588500440120697,0.47368497649828595,1,Obesity,Obese,0,0,,1.0,1.0,1.0,0.714399695
468,0.0,0.130434783,0.14285714300000002,0.15930574238300324,0.2945230383248556,1,Coumadin,amp,0,0,,1.0,1.0,1.0,0.469460875
261,0.0,0.234375,0.444444444,0.20884359876314798,0.0,1,Leukocyte adhesion deficiency type 1,LAD,0,0,Anterior descending branch of left coronary artery,1.0,1.0,1.0,0.632856071
319,1.0,1.0,0.818181818,0.33751803015669185,0.40558102054160033,1,Heart failure,heart failure,0,0,Heart,1.0,1.0,1.0,1.0
615,0.0,0.275862069,0.41176470600000004,0.18483549995081766,0.37179289292544127,0,Hereditary Multiple Exostoses,Ext,0,0,,,,,0.204857625
553,0.0,0.04444444400000001,0.1875,0.18746199044916365,0.0,0,"Deafness, Sensorineural, And Male Infertility",DIS,0,0,,,,,0.170714828
189,0.0,0.04444444400000001,0.15,0.18823303365045124,0.0,0,"Deafness, Sensorineural, And Male Infertility",DIS,0,0,Coronary artery,,,,0.170714828
477,0.613425926,0.551020408,0.636363636,0.21083751320838928,0.0,1,International Normalized Ratio,PTT,0,0,,1.0,1.0,1.0,0.45135809
386,1.0,1.0,0.8,0.34568019832173985,0.39041498297238875,1,Myocardial Infarction,myocardial infarction,0,0,,1.0,1.0,1.0,1.0
687,1.0,1.0,1.0,0.43262372314929964,0.4716634154319763,1,Pain,pain,0,0,,1.0,1.0,1.0,1.0
237,1.277777778,0.7857142859999999,0.46153846200000004,0.3239155287543933,0.423140071742868,1,Drug Allergy,drug allergies,1,0,,1.0,1.0,1.0,0.8555439109999999
312,1.0,1.0,0.111111111,0.15817541691164175,0.0,1,Heart failure,HEART FAILURE,0,0,Heart,1.0,1.0,1.0,1.0
551,0.0,0.04444444400000001,0.1875,0.18799962103366852,0.0,0,"Deafness, Sensorineural, And Male Infertility",DIS,0,0,Coronary artery,,,,0.170714828
258,0.263157895,0.473684211,0.636363636,0.37477409342924756,0.4585843198244868,1,Depressive disorder,Depression,0,0,,1.0,1.0,1.0,0.7141569259999999
78,0.981481481,0.96,0.833333333,0.3119557074138096,0.0,1,Congestive heart failure,CHF,0,0,,1.0,1.0,1.0,1.0
826,1.0,1.0,1.0,0.41781689822673795,0.5010089741108266,1,Cellulitis,cellulitis,0,0,Bone structure of tibia,1.0,1.0,1.0,1.0
198,0.981481481,0.958333333,0.625,0.3085113912820816,0.0,1,Coronary Artery Disease,CAD,0,1,,1.0,1.0,1.0,1.0
136,0.0,0.21052631600000002,0.25,0.2727821047107379,0.4162763003259897,1,Atrial Fibrillation,Afib,0,0,,1.0,0.0,1.0,0.8008730409999999
387,0.25,0.9090909090000001,0.833333333,0.3046486477057139,0.4050285166654831,1,Food-Drug Interactions,Food/Drug Interaction,0,0,,1.0,1.0,1.0,0.8100879790000001
186,0.0,0.04444444400000001,0.15,0.18723252084520128,0.0,0,"Deafness, Sensorineural, And Male Infertility",DIS,0,0,,,,,0.170714828
10,0.263157895,0.5,0.533333333,0.38795816401640576,0.3990007418173331,1,Hypertensive disease,hypertension,0,0,,1.0,1.0,1.0,0.6737101670000001
227,0.263157895,0.470588235,0.636363636,0.42620375255743664,0.41001311784648165,1,Diabetes Mellitus,Diabetes,0,0,,1.0,1.0,1.0,0.8091974259999999
262,0.0,0.234375,0.444444444,0.20911320133341682,0.0,1,Leukocyte adhesion deficiency type 1,LAD,0,0,Anterior descending branch of left coronary artery,1.0,1.0,1.0,0.632856071
63,0.981481481,0.96,0.833333333,0.31238929288727896,0.0,1,Congestive heart failure,CHF,0,0,,1.0,1.0,1.0,1.0
146,0.3125,0.611111111,0.578947368,0.25944622563464304,0.4561670964867014,1,Acute Kidney Insufficiency,Acute on chronic renal insufficiency,0,0,Kidney,1.0,1.0,1.0,0.529309154
749,1.0,1.0,1.0,0.31838799516359967,0.40422269695305396,1,Report status,Report Status,0,0,,1.0,1.0,1.0,1.0
